GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREIMCM,G16PRECCAS,G16PRESLAR,G16PREAROC,G16SOSRESP,G16SOSDOLI,G16SSCRNAK,G16SSCDVIG,G16SACRFRE,G16SACDVAR
35033000010,35,033,000010,47.1,78.1,8.1,2,0,0,0,0,46.1,81.1,48.1,74.1,51.1,72.1
35033000011,35,033,000011,61,127,13,2,0,0,0,0,62,126,84,106,71,110
35035000001,35,035,000001,23.6,94,4.9,1,0.3,0.2,0,0.7,38.8,79.5,29.1,87,25.6,89.3
35035000002,35,035,000002,20.4,2.7,1.8,0,0,0.9,0,0,14.2,8.9,19.5,3.5,19.5,3.5
35035000003,35,035,000003,22.9,0,1,0,0,0,0,0,23.9,0,23.9,0,24.9,0
35035000004,35,035,000004,64.1,5,1.4,0,0,2.9,0,0,67.1,5.4,66.2,6.2,67.2,5.2
35035000005,35,035,000005,139.8,33,6.3,0.1,1,0,0,0,131.7,35.4,137,30.1,126.8,36.2
35035000006,35,035,000006,109.7,3.2,10.7,1,1,0.1,0,1,112.7,14.9,113.7,10,115.6,9
35035000007,35,035,000007,165.2,43.5,17.7,2.1,4,0,0,0,171.1,56.1,167.6,56.5,171.3,52.7
35035000008,35,035,000008,614,223.3,63.6,8,6.5,4.3,1.1,0,605.9,281.5,643.3,236.3,622.9,252
35035000009,35,035,000009,295.5,106.2,33.1,9.7,3.3,3.3,1.6,0,281.7,147.3,313.3,116.3,296.3,125.4
35035000010,35,035,000010,442.3,147.9,42.4,6.9,4.9,3.4,0,0,431.6,194.4,451,170.1,440.3,178.7
35035000011,35,035,000011,33.7,198.9,66.3,2.3,1.7,0,0.6,0.6,62.9,197.2,68,177.8,52,189.2
35035000012,35,035,000012,399.7,165.5,59.1,5.9,2.9,1,1,0,393.9,217.8,400.5,207.3,398.5,204.2
35035000013,35,035,000013,252.9,203.3,45.1,3,0,2,1,1,264.9,220.4,257.9,223.4,257.9,224.4
35035000014,35,035,000014,399.7,144.5,45.3,2.9,5,1.4,0,0,398.3,187.6,413.4,166.1,400.4,171.8
35035000015,35,035,000015,493.6,139.3,59.7,2,3,3,0,1,465.8,205,478.7,191.1,482.7,180.1
35035000016,35,035,000016,97.3,53.1,16.8,1.8,4.4,0,0,0.9,101.7,56.6,91.1,57.5,105.3,50.4
35035000017,35,035,000017,265.8,139.7,39.2,3.9,1.3,2.6,0.7,0.7,265.8,159.3,278.2,144.3,272.3,146.3
35035000018,35,035,000018,343.5,119.4,27,3.7,4.3,1.1,0.9,0,338,144.1,354.7,124.2,344,131.1
35035000019,35,035,000019,56,136,19,3,1,0,0,0,66,134,56,141,58,137
35035000020,35,035,000020,75,97,18,1,0,0,1,0,85,97,78,102,71,111
35035000021,35,035,000021,209.8,96.4,25.4,4.9,1.7,1.6,0,0,214.3,108.6,217.8,103.9,211.3,107.9
35035000022,35,035,000022,157,90,14,2,3,0,0,0,153,102,159,89,153,90
35035000023,35,035,000023,170,103,29,3,2,2,2,1,164,129,170,123,162,126
35035000024,35,035,000024,442.9,194.3,60.2,9.9,8.9,4,1,0,453.8,246.6,476.5,222.9,467.6,223.9
35035000025,35,035,000025,340,136,35,3,7,4,0,1,333,173,350,149,338,154
35035000026,35,035,000026,180,118,38,5,3,1,0,1,180,151,191,138,192,132
35035000027,35,035,000027,286,111,47,6,4,2,2,0,283,162,308,125,299,127
35035000028,35,035,000028,280.4,112.4,43.8,2.4,4.1,1.2,1.2,0,286.3,148.5,295.8,132.5,283.4,140.2
35035000029,35,035,000029,305.6,128.6,40.1,2.8,5,0,0,0.6,316.7,154.2,336.2,129.7,324,136.9
35035000030,35,035,000030,152,105,37,0,6,0,1,0,158,127,166,121,167,119
35035000031,35,035,000031,117,93,35,0,3,2,1,0,128,114,145,97,137,104
35035000032,35,035,000032,136,137,33,3,3,2,0,0,144,149,143,147,142,148
35035000033,35,035,000033,176,128,37,7,3,1,0,0,192,150,193,142,191,139
35035000034,35,035,000034,170,88,15,2,0,2,0,0,157,113,173,95,165,99
35035000035,35,035,000035,525.2,127.4,45.9,4.2,6.1,2.2,2,1,497.2,190,501.5,173.7,512.1,160.8
35035000036,35,035,000036,309,164,42,2,4,0,0,0,311,193,325,181,316,183
35035000037,35,035,000037,181,80,29,1,5,1,0,0,184,102,183,97,184,98
35035000038,35,035,000038,72.2,29.4,12.4,3,0,0,0,0,71.2,39.7,69.4,42.4,68.4,36.7
35035000039,35,035,000039,317,137,36,4,6,1,0,1,297,188,316,159,307,164
35035000040,35,035,000040,268,104,19,1,6,0,0,0,269,123,293,95,285,103
35035000041,35,035,000041,56.4,182.7,12.9,3.8,2.1,0,0.5,0,75.8,167.1,62.3,176.2,54.3,184.3
35035000042,35,035,000042,27,87.5,6.2,1.8,1,0,0.3,0,36.3,80.1,29.9,84.4,26,88.3
35035000043,35,035,000043,20.5,66.4,4.7,1.4,0.8,0,0.2,0,27.5,60.7,22.7,64.1,19.7,67
35035000044,35,035,000044,47.3,189.8,9.8,1.9,0.5,0.5,0,1.4,78.4,160.1,58.5,175.4,51.5,180.1
35035000045,35,035,000045,0.2,0.7,0,0,0,0,0,0,0.3,0.6,0.2,0.6,0.2,0.6
35035000046,35,035,000046,31.9,127.9,6.6,1.2,0.3,0.3,0,0.9,52.9,107.9,39.4,118.2,34.7,121.3
35035000047,35,035,000047,141.2,74.3,20.8,2.1,0.7,1.4,0.3,0.3,141.2,84.7,147.8,76.7,144.7,77.7
35035000048,35,035,000048,462,160.6,36.3,5,5.8,1.5,1.2,0,454.6,193.7,477,167.1,462.7,176.4
35035000049,35,035,000049,391.6,136.1,30.8,4.2,4.9,1.3,1,0,385.3,164.2,404.3,141.6,392.2,149.5
35035000050,35,035,000050,309.3,142.3,37.4,7.2,2.4,2.4,0,0,315.9,159.8,320.7,153.1,311.1,159.2
35035000051,35,035,000051,193.6,77.6,30.2,1.6,2.9,0.8,0.8,0,197.7,102.5,204.2,91.5,195.6,96.8
35035000052,35,035,000052,243.4,102.4,31.9,2.2,4,0,0,0.4,252.3,122.8,267.8,103.3,258,109.1
35035000053,35,035,000053,301.7,100.3,28.5,4.7,3.4,2.4,0,0,294.3,131.9,307.7,115.1,300.3,121.1
35035000054,35,035,000054,154.5,51.4,14.6,2.4,1.7,1.2,0,0,150.7,67.5,157.6,59,153.8,62
35035000055,35,035,000055,155.4,56.2,17.6,1.1,2,0.6,0,0,154.9,73,160.7,64.6,155.7,66.8
35035000056,35,035,000056,25.3,149.1,49.7,1.7,1.3,0,0.4,0.4,47.1,147.8,51,133.2,39,141.8
35035000057,35,035,000057,182.3,66.2,18.7,1.9,1.9,1.2,0.2,0,180.8,82.5,190.7,69.9,185.3,74.4
35035000058,35,035,000058,19.6,7.1,2,0.2,0.2,0.1,0,0,19.4,8.9,20.5,7.5,19.9,8
35035000059,35,035,000059,15.1,7.6,2.5,0.2,0.6,0,0,0.1,15.5,8.4,14.2,8.4,16.1,7.4
35037000001,35,037,000001,86,2.6,6.1,0,1,0,0,0,75,13.7,74.1,11.6,81.9,3.7
35037000002,35,037,000002,59.9,4.1,1.1,0,0,0,0,0,51.9,10.2,53.9,8.1,57.8,4.2
35037000003,35,037,000003,161.4,37.8,18.9,1,0,0,0,0,144.4,61.8,150.4,52.8,144.4,54.8
35037000004,35,037,000004,59.1,7.5,0.2,1,1,1,0,0,46.6,17,50.7,10.9,48.8,9.8
35037000005,35,037,000005,502,71,27.6,1,3.9,2,0,0,420.1,158.8,435.9,131.2,448.7,122.3
35037000006,35,037,000006,274.7,54.5,19.2,1,3,1,0,1,236.1,108.1,258.1,75,248.3,82.8
35037000007,35,037,000007,120,222,48,4,0,1,0,0,139,241,117,259,113,264
35037000008,35,037,000008,118,63,20,1,1,0,0,0,92,104,101,90,95,95
35037000009,35,037,000009,250,177,58,2,2,2,0,1,206,256,225,232,221,236
35037000010,35,037,000010,56.2,125.2,26.6,2,1,0,1,0,70,136,48.3,152.8,42.4,159.7
35037000011,35,037,000011,288.4,161.8,40.3,2,3,1,1,0,257.9,214.9,276.5,190.3,268.8,191.2
35037000012,35,037,000012,235.9,90.6,33.1,0.1,1.1,0,0,0,195.6,149.6,224.6,120.4,230.3,112.6
35039000001,35,039,000001,75.9,339.1,30,13.9,0,1.1,0.1,0,86.7,359,90.6,351.6,80.9,355
35039000002,35,039,000002,110.8,389.5,43.7,4.2,0.6,1.2,0.6,0,123.4,401.4,120.3,411.7,115.5,408.6
35039000003,35,039,000003,114.7,280.3,29.7,2,2,1,1,1,134.8,274.5,113.5,290.8,115.5,290.5
35039000004,35,039,000004,153.9,399,61.8,4.9,0,1,0,0,166.6,420.5,139.2,446,138.2,420.5
35039000005,35,039,000005,83.8,221.3,33.3,3,0,0,0,1,106.4,231.1,78.2,258.4,80.9,253.5
35039000006,35,039,000006,18,97.3,8,8,0,0.7,0,0,22.7,102,19.3,102.7,16,100.7
35039000007,35,039,000007,74.6,341.1,54.8,9.2,0,0,1,0,84.4,372.3,126,326.1,91.1,351.2
35039000008,35,039,000008,44,144,27,1,0,0,1,0,64,140,49,154,39,156
35039000009,35,039,000009,75.4,168.9,17.2,4.8,0.9,0,0,0,71.6,173.7,63,189.9,64.9,171.8
35039000010,35,039,000010,106,326,40,9,2,0,0,2,115,352,114,357,106,353
35039000011,35,039,000011,141.6,275.9,41.8,5.8,2.4,1,1.9,0.5,137.7,311.5,151.2,302.3,135.3,310
35039000012,35,039,000012,94.1,196.4,38.4,4,0,0,0,0,114.2,199.6,80,233.9,79,232.7
35039000013,35,039,000013,175.7,413.2,40.9,6,1,1,1,1,188.6,418.2,142.7,460.1,144.7,432.1
35039000014,35,039,000014,77,247,23,0,0,1,0,0,95,242,80,258,65,260
35039000015,35,039,000015,28.9,109.2,14.9,1.9,0,0,0,0.9,45.7,100.8,33.6,113.9,40.1,103.6
35039000016,35,039,000016,60,172.1,11,3,1,0,0,1,75,162.2,55,182.2,60,170.2
35039000017,35,039,000017,25,124.5,15,14,0,0.3,0,0,30.3,139.8,30.6,138.2,20,146.2
35039000018,35,039,000018,97,148,61,2,0,2,1,1,112,180,99,185,84,194
35039000019,35,039,000019,97,126,23,2,0,0,0,0,106,137,126,119,126,113
35039000020,35,039,000020,253.5,329.2,52.7,4,1,0,0,0,238.7,365,255.5,344.2,235.6,351.1
35039000021,35,039,000021,14.5,34.8,8.3,0,1,0,0,0,18.4,36,15.5,40.9,15.4,37
35039000022,35,039,000022,24,65,10,1,0,0,0,0,28,66,33,61,25,66
35039000023,35,039,000023,38.6,95.1,13.8,1.9,0,0,0,0,35.9,108.9,31.7,109.5,30.7,103.3
35039000024,35,039,000024,94.7,440.8,122.9,10.9,1.8,0,0.9,0,163,479.9,177.6,460.8,160.3,472.6
35039000025,35,039,000025,105,25,3,0,0,1,0,0,97,35,106,28,109,25
35039000026,35,039,000026,61.9,106.4,14.5,1.9,0,0,0,1,61.9,116.1,50.3,121,52.2,118
35039000027,35,039,000027,21,40.1,8.5,1.1,0,0,0,1,21,42.5,16.9,42.5,15.8,39.5
35039000028,35,039,000028,5,20.8,0,0,0,0,1,0,1,22.8,5.9,16.8,2,19.8
35039000029,35,039,000029,6.1,3.4,3.1,0,0,0,0,0,8.1,4.3,8.1,3.4,6.1,5.3
35039000030,35,039,000030,78.7,51,25.6,1.2,3,0,0,0,79.4,73.5,73.8,85.6,73.7,76
35039000031,35,039,000031,66.2,347.1,34,8,2,1,0,0,89.1,349.2,78.1,367.1,78.1,356.1
35039000032,35,039,000032,61.5,139.8,20.8,5,3.3,0.8,0,0.8,67.3,153.1,63.9,157.2,62.3,153.9
35039000033,35,039,000033,9.1,53.2,10,2,0,0,0,0,16,54.2,11.1,58.2,11,57.2
35039000034,35,039,000034,0,3.9,0,0,0,0,0,0,1,3.9,1,3.9,0,4.9
35039000035,35,039,000035,113.5,327.7,40.5,11.8,0,0,0,0,114.5,369.1,141.1,341.5,127.3,348.4
35039000036,35,039,000036,91.7,208.6,33.6,2.2,0.4,0,0.7,0.4,97.9,223.3,80.8,243.3,84.4,233.1
35039000037,35,039,000037,22.6,88.9,15.6,0.1,0,0,0,0,30.4,87.3,27.7,90,23.2,92.6
35039000038,35,039,000038,113.7,336.7,40.2,6,0,0.8,0.8,0,132.4,349.5,138.4,346.1,100,382.8
35039000039,35,039,000039,144.6,419.1,51.2,5,1.7,0.2,0,0.2,170.7,434.9,146.1,449.8,155.7,431.1
35039000040,35,039,000040,152.9,393.9,63.2,6.1,0.2,0.2,0,0.2,164.9,424.6,157.5,425.4,138.9,435.8
35039000041,35,039,000041,62.5,542.8,88.6,3,0,1,1,0,105.6,571,116.3,561.2,84.3,580
35039000042,35,039,000042,31.1,91.7,14.1,5,0,0,0,0,33.2,100.7,31.1,102.7,21.1,107.7
35039000043,35,039,000043,74.6,262.3,29.4,2.8,0.4,0.8,0.4,0,83,270.4,81,277.2,77.8,275.2
35039000044,35,039,000044,153.4,299.1,45.2,6.2,2.6,1,2.1,0.5,149.3,337.5,163.8,327.7,146.7,336
35039000045,35,039,000045,9.3,43.2,12.1,1.1,0.2,0,0.1,0,16,47.1,17.4,45.2,15.7,46.4
35039000046,35,039,000046,158.2,359.9,58,3.8,0.6,0,1.3,0.6,168.9,385.1,139.3,419.8,145.6,402.1
35041000001,35,041,000001,134.5,117.8,32.6,1.1,2,1,1,1,153.5,129.3,140.5,137.2,138.5,139.2
35041000002,35,041,000002,186.1,59.8,16.6,1.3,1,0,0,0.3,179.4,75.4,188.7,66.8,182.1,71.1
35041000003,35,041,000003,37,11,5,0,1,0,0,0,25,25,32,21,38,14
35041000004,35,041,000004,210.2,31.1,8.1,0,1,0,0,1,191,47.3,192.1,42.2,200.1,33.1
35041000005,35,041,000005,171.7,18.8,6.9,0,1,1,0,0,150,43.4,162.8,27.6,166.7,22.7
35041000006,35,041,000006,234.2,24.3,10.7,0,1,0,0,0,221.3,37.2,218.6,33.2,225.3,27.4
35041000007,35,041,000007,74,53,18,5,6,0,0,0,73,72,71,72,71,71
35041000008,35,041,000008,94,170,37,1,4,1,2,0,118,169,97,189,92,190
35041000009,35,041,000009,439,181,56,7,7,4,0,2,454,224,455,210,448,221
35041000010,35,041,000010,386,149,63,5,11,0,1,0,388,189,391,186,396,176
35041000011,35,041,000011,183,40,16,2,5,1,0,0,174,62,177,56,177,51
35041000012,35,041,000012,236.5,124.2,42.4,4.9,2,1,1,0,238.5,159.7,234.5,152.8,237.5,147.8
35041000013,35,041,000013,70,59,25,2,3,0,1,0,81,73,78,77,77,77
35041000014,35,041,000014,216,116,55,10,1,1,0,0,233,148,235,138,220,150
35041000015,35,041,000015,94,36,9,1,0,0,0,0,89,48,86,48,98,40
35041000016,35,041,000016,133,44,8,0,1,1,1,0,128,50,124,54,133,46
35041000017,35,041,000017,267,54,20,4,8,0,1,0,255,85,259,79,271,67
35041000018,35,041,000018,334.9,44,19,1,1,0,0,0,299.9,84,319.9,62,316.9,58
35041000019,35,041,000019,373.9,120.2,33.4,2.7,2,0,0,0.7,360.6,151.6,379.3,134.2,365.9,142.9
35043000001,35,043,000001,125,231.3,54.4,3,0.4,1.3,0,0.4,140.7,256.4,160.7,233,137.3,254.2
35043000002,35,043,000002,118.6,333.2,56.2,5.7,1.3,1.9,0.6,0,147.7,350.9,162.2,329.4,136.9,345.8
35043000003,35,043,000003,139.4,287.1,78.2,5,5,0,0,0,142.5,352.3,195.8,302,159.6,325.1
35043000004,35,043,000004,113.1,189.8,50.2,6.9,0,0,1,0,120,232.1,145.6,199.7,120,216.4
35043000005,35,043,000005,91.1,161.2,22.2,6,1.1,0.4,0.4,0,100.3,176.8,135.4,140.1,118.4,151.8
35043000006,35,043,000006,97,181,51,0,2,0,0,0,114,208,140,179,104,208
35043000007,35,043,000007,82.9,181.8,21,2,0,0,0,0,93.9,183.8,80.9,196.8,75.9,196.8
35043000008,35,043,000008,21,237,33,4,2,0,1,0,41,255,62,232,26,265
35043000009,35,043,000009,6.8,169,18.3,2.4,0,0,0,0,12.5,174.8,21.7,162.3,12.2,171.4
35043000010,35,043,000010,44,198,27,8,1,1,0,1,47,221,86,177,69,194
35043000011,35,043,000011,150.9,235.2,44.3,4.7,3.5,0.8,0.4,0,181.5,249,238,185.8,193.7,223.9
35043000012,35,043,000012,215.5,296,49,4,2.5,1.5,0.5,0,231.5,329.5,324,229.5,266,275
35043000013,35,043,000013,10.6,18.7,2.5,0.3,0.1,0,0,0,11.2,20.3,16,15.1,12.8,17.9
35043000014,35,043,000014,19.1,211.1,66,2,4,0,1,0,36.1,248.1,49.1,207.1,31.1,217.1
35043000015,35,043,000015,19,308.3,42.8,3.8,0.9,0,0,0.9,24.7,338.8,51.4,312.1,34.3,326.4
35043000016,35,043,000016,54,70.9,12,1,0,0,0,0,62,74.9,62,65.9,53,78.9
35043000017,35,043,000017,92,100,16,5,0,0,1,0,89,121,108,102,103,104
35043000018,35,043,000018,116.5,140.1,33.9,9,0.1,0,1,0,127.8,162.7,167.3,125,135,149.2
35043000019,35,043,000019,18.9,159.2,29.8,2.1,2,0,1,0,34,168.9,73.4,133.3,35,166.6
35043000020,35,043,000020,7.7,78,8,1.2,0,0,0,0,10.6,82.4,14.1,76.8,10.4,80.2
35043000021,35,043,000021,115.5,94.2,31,2.9,1,0,1,0,104.9,136.9,128.2,110.7,105.8,123.3
35043000022,35,043,000022,120,124,32,7,2,0,0,0,130,147,118,155,117,150
35043000023,35,043,000023,109.8,84.1,29,3.1,0,0,2,0,99.4,121.5,119.2,98.6,106.4,104
35043000024,35,043,000024,39.4,189.9,52.1,0,0,0,1,0,62.4,189,48.4,191.9,51.2,181.1
35043000025,35,043,000025,49,490.9,143,5,10,3,5,1,110,547.9,87,552.9,95,530.9
35043000026,35,043,000026,53.2,181.5,38.5,3,0,1,1,0,65.1,185.5,54.2,180.5,48.3,185.4
35043000027,35,043,000027,46.7,51.6,7,1,0,1,0,0,45.7,55.5,56.6,45.6,48.7,49.6
35043000028,35,043,000028,300.3,217.7,42.2,5,9,0,0,0,316.3,242.9,397.5,157.7,364.4,186.8
35043000029,35,043,000029,19,155,36,4,2,0,0,0,35,178,58,151,32,171
35043000030,35,043,000030,382.4,357,103.2,6.6,3.3,0.8,0,1.6,411.1,414.4,491.4,321.8,442.2,363.6
35043000031,35,043,000031,234.2,178.2,58.5,6.1,5.6,0,0,0.5,248.4,218.9,306.5,161.9,274.4,186.3
35043000032,35,043,000032,280,204.8,65.3,6.7,5.1,0,1,0,297.4,247,362.8,178.8,321.7,213.6
35043000033,35,043,000033,532,521.7,87,14.4,6,4.2,2.5,0,542.9,584.1,651.2,454,584.8,504.1
35043000034,35,043,000034,174.8,138,46.9,4.1,2.7,0,0,0,190.4,165.2,244.8,108.8,208.1,137.4
35043000035,35,043,000035,294,261,95,15,3,0,2,0,311,340,410,237,356,287
35043000036,35,043,000036,307.9,261.7,65.4,5.9,5.9,0.8,1.7,0,312,318.8,396.8,234,342.2,281.9
35043000037,35,043,000037,423,313.5,102.9,8.5,16.4,0.9,0.5,0.5,469.6,382.6,571.5,275.4,509,314.9
35043000038,35,043,000038,52,43.1,14.5,0.9,1.3,0.5,0,0,56.4,52.8,68.1,40.5,60.8,46.2
35043000039,35,043,000039,192.5,154.4,49.6,4.7,4.4,1.3,0.5,1,209.2,186.8,258.8,135.1,229.3,154.4
35043000040,35,043,000040,250.2,256.9,60.1,8.2,2.2,1.5,1.5,0,260.6,299.2,329.7,225.7,275.5,273.2
35043000041,35,043,000041,246,194.6,59,3.8,2.2,2.7,0,0.6,253.1,245.4,321.4,173.3,280.4,208.8
35043000042,35,043,000042,285,214,74,7,7,4,1,0,290,279,345,228,323,242
35043000043,35,043,000043,298,225,68,7,3,3,0,0,292,283,342,230,307,251
35043000044,35,043,000044,116.4,84.8,30.1,2.7,2.2,0.5,0.5,0.2,119.8,110.9,148.7,79.9,133.4,91.7
35043000045,35,043,000045,256.6,237.2,68.3,10.3,4.1,0,1.4,1.4,262.8,294.5,337.9,220,285.5,262.8
35043000046,35,043,000046,226,254,89,10,2,3,0,0,245,319,304,255,261,290
35043000047,35,043,000047,563.2,398.1,131.6,11.7,6.7,5.9,0.8,0,604.3,488.6,697.3,384.7,626.9,438.3
35043000048,35,043,000048,296,219,74,9,3,0,1,0,315,270,369,214,331,247
35043000049,35,043,000049,309,245,78,7,7,3,2,1,326,307,403,226,357,252
35043000050,35,043,000050,201.8,146.4,38.6,3.6,6.2,0,0.4,0.7,217.5,170.8,257.5,128.9,226.9,149
35043000051,35,043,000051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35043000052,35,043,000052,147,136,25,4,4,0,0,0,149,164,193,116,163,141
35043000053,35,043,000053,267.6,361,60.4,5.1,4.4,1.9,1.3,0.6,292.4,397.3,392.2,290.5,313.4,350.9
35043000054,35,043,000054,223.9,275.6,58.5,4.8,5.4,0.7,0,0.7,244.3,313,332.7,219.1,279.6,261.3
35043000055,35,043,000055,57.5,73,12.5,0.8,1.5,0,0.3,0,64.6,78.4,80.5,60,72.6,67.2
35043000056,35,043,000056,175.1,262.2,42.5,8.9,5.9,0,1,0,192.9,293.9,252.3,228.6,216.7,265.2
35043000057,35,043,000057,242.6,227.3,59.8,7.1,6.1,0,0,1,272,260.7,360.2,163.3,314.3,203.1
35043000058,35,043,000058,273.1,188.8,50.7,5.6,4.2,1.8,0.3,0.3,285.3,225.2,344.8,164,306.6,193.7
35043000059,35,043,000059,146.1,125.2,29.7,5.9,1,0.1,0.1,0,161.9,138.3,201.6,99.1,164.5,126.4
35043000060,35,043,000060,445.5,321.2,90.5,7.7,11.9,2,1,1.4,480.9,375.2,564.1,284.6,506.8,325
35043000061,35,043,000061,321.9,291.6,90.3,8.3,7.6,0.1,1.1,0.1,336.3,366.5,400.4,302.6,365.5,317.8
35043000062,35,043,000062,137.9,120.9,22.5,2,2.7,0,0,0,148.8,130.7,179.1,97.7,161,111.3
35043000063,35,043,000063,113.5,93.5,19.2,2,1.6,0,0.4,0,121,102.9,138.2,81.3,126.8,91.5
35043000064,35,043,000064,139.8,107.1,25.7,2.4,4.3,1.1,0.5,0,145.2,128.2,184.1,90.3,155.7,113.8
35043000065,35,043,000065,260.2,282.2,58.8,6.1,8,1.8,0.6,0.6,276.1,328.1,327.5,270.6,298.1,296.3
35043000066,35,043,000066,164.3,133.1,38,3.6,4.3,0,0.7,0.4,174.1,165.2,212,124.1,187.4,143.3
35043000067,35,043,000067,294.2,289.8,84.1,5.1,7.6,3.2,0.6,0,314.4,355.6,374.5,286.6,339.1,315.1
35043000068,35,043,000068,128.4,107,31.3,1.5,1.7,0.7,0,0,135.3,126,153.9,105.9,139.4,118.2
35043000069,35,043,000069,455.2,385,111.8,8,6.2,2.7,1.8,0,482.7,462.2,549.2,393.9,491.6,440.9
35043000070,35,043,000070,243,224,80,3,0,1,2,1,264,274,300,234,256,268
35043000071,35,043,000071,273,263,68,5,5,1,2,0,293,308,344,256,304,286
35043000072,35,043,000072,442.7,341.6,86.3,3.5,15.3,1.1,1.1,0,497.4,368.7,564.9,291.5,495.9,346.8
35043000073,35,043,000073,292,169,47,0,8,0,0,0,309,195,351,156,322,171
35043000074,35,043,000074,359.4,298.9,64.9,6.4,6.4,2,0.5,0,380.7,338.6,468.5,248.9,409,292
35043000075,35,043,000075,244,207,39,2,9,1,0,0,263,230,308,180,260,227
35043000076,35,043,000076,325.6,477,60.7,10.6,10.6,0.9,0,0.9,355.5,516.6,504.2,363.4,419.8,437.4
35043000077,35,043,000077,18,359.7,43.2,10.2,2,0,2,1,38.3,382.2,69.6,356.9,32.7,379.6
35043000078,35,043,000078,107.6,64,27.1,1,2.9,0,0,0,116.3,83.4,133.8,63.1,125.1,67
35043000079,35,043,000079,68,80.1,16,6,5,1,0,0,76,95.1,100,71.1,86,80.1
35043000080,35,043,000080,519.1,382.7,83.6,8.2,11.8,9.1,0.9,0,550,440,603.6,376.4,552.7,421.8
35043000081,35,043,000081,319,269,82,4,11,2,1,0,351,322,417,252,373,279
35043000082,35,043,000082,150.2,140.2,40.9,1.6,2,0.4,0,0.4,162.2,167.4,196.6,132.9,171.8,149
35043000083,35,043,000083,99.8,58.1,11.8,0.8,1.4,0,0,0.2,105.9,61.6,117.1,47.8,104.9,56.5
35043000084,35,043,000084,343.4,310.8,99.5,7.9,5.3,1.8,0.9,1.8,376.9,364.5,430.6,307.3,387.4,345.2
35043000085,35,043,000085,426.4,270.4,73.3,4.5,8.6,5.8,0,1.7,436.8,330.5,498.9,265,452.9,290.7
35043000086,35,043,000086,140.9,133.1,35.9,0.7,8.8,0.3,0.7,0,161.6,152.5,195.1,118,179.6,127.1
35043000087,35,043,000087,169,312.7,73.6,4,0.6,1.7,0,0.6,190.3,346.6,217.3,315,185.7,343.8
35043000088,35,043,000088,47.4,133.1,22.4,2.3,0.5,0.8,0.2,0,59,140.1,64.8,131.6,54.7,138.1
35043000089,35,043,000089,166.9,294.8,40.6,11,2.1,0.8,0.8,0,183.7,323.5,248,256.3,216.8,277.8
35043000090,35,043,000090,150.8,266.9,36.7,10,1.9,0.7,0.7,0,166.1,292.8,224.2,232,196.1,251.3
35043000091,35,043,000091,13.2,330,35.7,4.6,0,0,0,0,24.5,341.2,42.3,316.7,23.8,334.6
35043000092,35,043,000092,232.3,362.1,68.2,7.2,5.4,1.2,0.6,0,279.4,383.2,366.3,286.1,298.1,344.6
35043000093,35,043,000093,215.9,296.1,49.1,4,2.5,1.5,0.5,0,231.9,329.6,324.5,229.5,266.5,275.1
35043000094,35,043,000094,286.7,512.6,68.5,7.7,3.9,0,0,0,301.2,556,435.4,413.2,347.5,489.4
35043000095,35,043,000095,37.3,380,39,5.8,0,0,0,0,51.5,401.6,68.9,374.2,50.6,390.8
35043000096,35,043,000096,60.6,56.6,16.4,1,0.5,0.1,0,0.3,65.2,65.7,77.9,51,70.1,57.6
35043000097,35,043,000097,225.8,171.8,56.5,5.9,5.4,0,0,0.5,239.6,211.1,295.5,156.1,264.6,179.7
35043000098,35,043,000098,102.1,100.5,16.5,2.8,1.1,0.8,0.5,0,104.1,112.4,124.7,87.6,112.1,97.1
35043000099,35,043,000099,59.1,50.3,12.6,1.1,1.1,0.2,0.3,0,59.9,61.2,76.2,45,65.7,54.1
35043000100,35,043,000100,280.9,208.1,68.3,5.6,10.9,0.6,0.3,0.3,311.8,254,379.5,182.9,338,209.1
35043000101,35,043,000101,129.2,95.8,31.4,2.6,5,0.3,0.1,0.1,143.4,116.9,174.6,84.1,155.5,96.2
35043000102,35,043,000102,340,281.9,94.5,6.1,8.7,3.5,0,0,368.6,345.2,444.9,264.5,397.2,301.8
35043000103,35,043,000103,68.7,55.1,17.7,1.7,1.6,0.5,0.2,0.4,74.6,66.6,92.3,48.2,81.8,55.1
35043000104,35,043,000104,476.8,382.5,122.8,11.6,11,3.2,1.3,2.6,518.2,462.6,640.9,334.7,567.9,382.5
35043000105,35,043,000105,86.8,89.1,20.9,2.8,0.8,0.5,0.5,0,90.4,103.8,114.3,78.3,95.5,94.8
35043000106,35,043,000106,204,161.4,49,3.2,1.8,2.3,0,0.4,209.9,203.6,266.6,143.7,232.6,173.2
35043000107,35,043,000107,355.6,259.2,91.9,8.3,6.8,1.5,1.5,0.8,366.2,339.1,454.3,244.1,407.6,280.3
35043000108,35,043,000108,115.4,106.8,30.7,4.7,1.9,0,0.6,0.6,118.2,132.5,152.1,99,128.5,118.2
35043000109,35,043,000109,91.6,64.7,21.4,1.9,1.1,0.9,0.1,0,98.2,79.4,113.4,62.5,101.9,71.3
35043000110,35,043,000110,17.2,12.2,4,0.4,0.2,0.2,0,0,18.5,14.9,21.3,11.8,19.2,13.4
