GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOFUE,G16PREOWRI,G16USSRHOE,G16USSDGLA,G16USSLMAR,G16USSIGER,G16USSOWRI,G16HALRCRA,G16HALDIRO,G16HALLSEA,G16HALOWRI,G16GOVRBUR,G16GOVDNEL,G16GOVLRIS,G16GOVOWRI,G16AUDRGAL,G16AUDLRIE,G16AUDOWRI,G16TRERSCH,G16TREDMAT,G16TRELOLS,G16TREOWRI,G16INSRGOD,G16INSDBUF,G16INSLBAT,G16INSOWRI,G16PSCRFED,G16PSCDHUN,G16PSCLSKA,G16PSCOWRI
38017011-02,38,017,011-02,1522,1648,291,72,27,6,96,2291,1043,185,65,5,1731,1406,396,5,2289,1065,229,7,2019,1126,28,1402,1675,353,9,1468,1496,365,7,1693,1238,378,9
38017013-01,38,017,013-01,1489.3,870.1,164.9,30.4,7.4,6,52,1993,472,94.9,38.6,6.1,1634.7,671.9,259.6,2,2005.9,469.4,107.5,8,1743.1,628.5,8.3,1360.7,906.6,205.6,2.1,1455.2,761.1,224.6,2,1603.7,602.6,222.2,5
38017013-02,38,017,013-02,914,746.9,172.7,34.5,4.1,3.1,35.9,1336,414.6,97.6,33.6,0.1,1021.2,596.9,218.2,5,1333.2,434.6,109.7,2.1,1143.9,562.2,9.1,859.8,760.5,170.4,3,869.3,671.2,221.7,6,980.5,544.7,220.7,6.1
38017013-03,38,017,013-03,1763.6,1157.1,169,28,17.4,2.9,55,2548.8,531.2,72.4,36.7,5.8,2092,809.4,235.7,0,2521.8,572.7,98.5,4.8,2280.3,621,12.6,1778.1,1158,145.8,2.9,1867.9,949.4,187.4,1.9,2078.5,765.9,173.8,3.9
38017016-01,38,017,016-01,1024.9,1054.4,195.1,48,14,5,60,1494.1,677.2,120,59,2,1170,901.3,253.1,7,1457.1,716.2,157.1,3,1275,846.3,21,996.8,1015.4,234.1,4,951.9,997.3,263.1,7,1074.9,816.3,304.1,6
38017016-02,38,017,016-02,1003,970,171.6,39.1,8.1,2,56.2,1514.7,536.8,92.2,52.1,10,1187.2,743.8,231.8,7,1471.6,584,115.3,7,1333.8,602.1,15,1027.1,862,188.5,5,1018.4,800.2,220.6,6,1115.1,662.6,232.6,8
38017016-03,38,017,016-03,1502,1089,261,34,9,4,77,2074,662,134,56,6,1708,887,299,6,2072,704,131,3,1845,764,17,1490,1005,261,3,1424,975,325,11,1619,777,307,7
38017016-04,38,017,016-04,714,340,79,16,5,0,36,983,164,42,7,1,831,244,90,2,986,161,35,1,873,210,1,732,322,69,0,722,266,105,1,808,199,92,0
38017020-01,38,017,020-01,260,125,46,5,3,1,10,377,50,21,4,1,281,113,57,1,374,59,18,2,297,102,2,244,154,36,1,249,119,53,1,281,94,41,1
38017021-01,38,017,021-01,1125,1714,260,101,18,3,82,1724,1219,194,63,8,1277,1525,368,5,1812,1158,231,10,1517,1218,41,1187,1554,328,6,1136,1526,350,9,1289,1292,393,11
38017021-02,38,017,021-02,1207.5,1251.4,251.1,75,13,4,72,1659.7,819.2,167,54,12,1310.5,1043.3,270.1,19,1643.7,799.2,205,8,1364.6,844.2,17,1072.5,988.4,312.1,13,1034.5,977.3,294.1,15,1063.5,890.3,307.1,8
38017022-01,38,017,022-01,148,57,18,4,2,0,2,187,30,6,6,2,153,55,20,0,188,32,10,2,152,57,1,140,63,18,0,136,61,20,0,155,43,20,0
38017022-02,38,017,022-02,297,126,48,1,4,0,5,396,60,18,6,1,298,135,43,1,419,57,9,1,339,97,6,291,142,29,2,289,122,41,1,315,103,34,1
38017022-03,38,017,022-03,186,82,29,2,1,0,4,254,37,9,4,0,189,87,21,1,245,50,7,3,188,80,1,170,94,22,0,153,108,19,1,188,67,21,1
38017022-04,38,017,022-04,924,463,114,12,11,1,26,1277,229,30,18,0,1001,394,132,6,1278,250,35,2,1073,312,9,892,502,84,2,861,443,128,2,1002,328,109,1
38017022-05,38,017,022-05,499,213,62,10,1,2,22,647,126,25,10,1,519,184,92,2,617,142,40,4,552,190,1,470,249,56,2,447,217,93,3,512,163,81,1
38017022-06,38,017,022-06,1940.7,1077.8,274,30,20,5,79,2654.6,580.9,140,22,8,2252.7,780.9,316,5,2682.6,551.9,162,3,2294.7,743.9,17,1881.7,1050.8,263,3,1963.7,879.9,295,0,2159.7,716.9,264,1
38017022-07,38,017,022-07,310,124,27,7,6,1,6,388,82,12,6,0,327,125,33,0,382,88,15,0,340,109,1,285,147,38,0,293,134,36,0,309,113,34,1
38017022-08,38,017,022-08,1221,641,141,13,12,6,35,1612,325,79,27,4,1340,481,185,6,1644,328,72,1,1339,503,9,1143,626,168,3,1155,525,202,4,1242,439,201,4
38017024-01,38,017,024-01,146,44,12,1,2,0,3,180,20,5,0,0,140,43,16,1,170,27,8,0,145,40,0,123,58,13,0,127,47,18,0,130,36,19,1
38017024-02,38,017,024-02,212,87,34,2,3,0,9,289,41,15,8,0,221,97,33,0,271,61,19,0,233,88,0,205,112,29,0,197,99,34,0,225,70,37,0
38017025-01,38,017,025-01,294,94,24,5,1,0,6,342,51,20,10,0,306,68,47,0,355,52,15,1,297,72,0,266,103,24,0,276,78,30,0,298,58,24,1
38017025-02,38,017,025-02,369,123,47,3,6,2,10,474,63,16,6,0,375,108,66,4,450,79,24,3,415,97,1,350,137,43,1,350,119,47,1,381,103,37,1
38017027-01,38,017,027-01,471,533,99,26,9,1,28,710,327,70,17,4,569,433,108,8,660,358,91,1,582,368,8,469,441,121,5,469,444,96,4,496,393,107,2
38017027-02,38,017,027-02,1684,1341,269,39,13,3,68,2508,711,113,30,4,2035,984,281,7,2537,687,138,7,2266,732,17,1703,1207,261,12,1726,1105,289,5,1975,869,254,7
38017027-03,38,017,027-03,2685.4,1711.3,400.4,65.5,20.1,6.1,106.7,3761.5,928.4,193.1,50.4,10.1,3113,1264,485.6,12.1,3806,922.7,197.3,10.1,3392.8,1085.5,16.3,2749.5,1553.5,385.4,9.1,2813.2,1343.3,452.2,9.1,3041.2,1124.1,424.4,15.1
38017041-01,38,017,041-01,2085,1689,287,57,29,4,114,3011,986,160,60,13,2431,1343,383,8,3057,944,218,7,2720,1040,25,2137,1595,306,7,2214,1425,333,5,2463,1165,305,8
38017041-02,38,017,041-02,1720.4,1242,253.2,29,20,0,79,2533,663.5,108.1,23,1,2102.6,887.7,284.2,7,2495,671.5,126.1,10,2295.7,679.6,17,1835.4,1120.9,204.2,1,1919.4,951.8,218.2,3,2011.6,829.7,232.2,8
38017044-01,38,017,044-01,1656,2026,371,103,22,6,116,2558,1389,179,78,6,1902,1789,432,13,2502,1407,250,9,2175,1313,33,1639,1850,419,8,1674,1705,404,8,1826,1513,423,14
38017044-02,38,017,044-02,1501.6,1410.9,244.3,47.9,17,4,87.7,2359.1,811.6,102.7,26.9,1,1810.7,1139.7,296.1,9,2259.4,876.4,116.7,4,2009.1,836.5,14,1607.3,1324.1,193.4,1,1573.4,1189.5,261.2,4,1787.8,986.1,235.3,6
38017045-01,38,017,045-01,1965.5,1722.6,322.2,75,18,7,107.1,2894.6,1030.8,150.1,54,2,2303.9,1363.3,372.3,16,2833.4,1062,184.1,9,2609,1035.9,19,2076.6,1528.6,283.1,6,2014.6,1474.3,338.3,8,2296.8,1152.2,340.2,8
38017045-02,38,017,045-02,655.2,272.5,64.6,8.9,4,1,20.9,821.3,146.2,35.8,10.9,1,696,229.7,80.6,1,821.3,165.1,33.8,3,728.8,202.9,1,599.5,283.5,75.6,0,631.3,227.8,79.6,0,654.2,194.9,81.5,6
38017045-03,38,017,045-03,714.1,313,89.3,15.1,5,1,13.1,939.1,151.2,46.2,8.1,1,760.5,257.6,109.4,1,944,156.2,41.2,4,777.8,274.1,4,649.2,363.7,81.3,4,693.1,280.7,93.4,2,773.4,201.3,91.4,2
38017045-04,38,017,045-04,303.3,103.1,38,3,2,0,9,393.4,44.1,17,5,0,306.3,95.1,53,1,410.4,41.1,8,0,329.3,87.1,0,268.2,129.2,27,1,270.3,100.1,45,0,306.3,74.1,35,0
38017046-01,38,017,046-01,1004,1018,157,41,8,3,72,1512,653,86,29,5,1206,839,196,11,1484,672,119,3,1346,671,9,1040,976,173,4,1054,906,182,5,1157,794,177,5
38017046-02,38,017,046-02,1729.4,1396.6,232.3,43.3,11.1,1,91.3,2597.7,754.4,111.6,27.2,0,2075.2,1058.3,299.9,7,2642.4,732.6,107.7,2,2292.2,784,14.2,1852.4,1258.2,217.3,3,1871.8,1096,275.7,4,2084.3,893.9,251.3,6
38017046-03,38,017,046-03,1110.1,842.3,127.1,25.2,7.8,2.9,34,1629.2,432.8,54.3,21.4,3.9,1293.5,621,186.3,4.8,1604,450.2,69.9,4.8,1387.6,493.9,14.6,1115.9,799.6,124.2,3.9,1147.9,689,166.9,3.9,1304.2,572.5,126.2,4.8
38019001001,38,019,001001,1358.1,476.3,110,19,7,2,35,1708.3,290.1,31,18,2,1529.2,367.2,102.1,4,1599.3,374.2,37,5,1429.1,352.3,3,1223,548.3,118.1,1,1179.9,431.3,239.2,3,1330.1,377.2,134.1,1
38021002601,38,021,002601,108,31,8,1,1,2,2,125,29,3,0,0,108,41,6,0,122,33,2,0,99,35,0,98,48,6,0,89,42,14,0,100,37,7,0
38021002602,38,021,002602,835,342,64,11,2,4,8,1040,191,23,9,2,899,292,62,2,1009,219,26,0,954,200,3,788,384,48,2,768,319,112,0,819,279,82,0
38021002801,38,021,002801,724,181,51,11,12,0,9,857,115,17,20,0,794,162,42,0,814,152,27,1,751,157,0,718,208,44,0,694,186,63,1,711,159,62,0
38023000201,38,023,000201,425,121,32,5,1,3,9,502.1,73,14,9,1,460,97,37,1,468,105,18,1,430,99,2,412,125,27,1,372,125.1,51,1,415,93,40,1
38023000202,38,023,000202,198,70,20,2,1,0,9,251.9,35,13,1,0,217,62,19,0,223,67,9,0,214.9,44,0,193,75,13,0,178,79.9,17,0,200,56,21,1
38023000203,38,023,000203,123,37,3,1,0,0,1,142,20,4,1,0,135,21,9,0,127,32,3,2,134,11,0,114,32,7,0,117,28,4,0,117,22,13,0
38023000204,38,023,000204,121,17,16,1,0,0,3,143,12,5,3,0,123,23,14,0,121,28,8,0,120,31,0,106,30,22,0,108,27,18,0,108,23,21,0
38025000401,38,025,000401,24,91,2,5,1,0,4,40,73,7,5,0,18,109,0,0,34,84,7,2,33,81,3,26,88,13,0,15,114,0,0,24,95,8,0
38025000402,38,025,000402,182,20,9,0,1,0,2,192,12,7,1,0,176,17,14,1,187,14,7,0,166,34,0,161,24,18,0,153,27,20,0,164,20,17,0
38025000403,38,025,000403,268.1,33.4,11,0,2,0,1,280.2,24.3,4,4,1,263.1,37.5,9,0,272.2,31.3,6,0,256.1,34.3,0,249.1,39.4,11,0,254.1,34.5,7,0,257.1,28.4,13,0
38025000404,38,025,000404,75,14,1,1,0,0,2,88,6,1,0,0,76,11,4,0,74,17,1,0,75,10,1,68,21,1,0,65,18,3,0,72,12,2,0
38025000405,38,025,000405,9.9,64.6,1,2,0,0,1,23.8,51.7,1,1,0,9.9,68.5,0,0,25.8,50.7,2,0,22.9,45.7,2,16.9,56.6,4,0,9.9,68.5,0,0,12.9,58.6,5,0
38025003601,38,025,003601,263,29,12,2,2,0,2,273,23,7,4,0,254,33,14,0,274,30,7,0,234,39,0,240,45,11,0,229,35,17,1,246,29,14,0
38025003602,38,025,003602,197,23,6,0,3,1,2,213,15,5,4,0,208,19,6,0,212,17,6,0,196,22,2,184,31,14,0,185,27,12,1,202,14,10,0
38025003603,38,025,003603,78,11,0,0,0,0,2,87,4,0,0,0,83,6,2,0,82,7,0,0,74,6,0,70,11,3,0,70,9,4,0,76,5,2,0
38025003604,38,025,003604,22,1,1,0,0,0,0,19,1,3,1,0,20,1,3,0,21,1,2,0,18,5,0,19,1,3,0,18,2,4,0,20,1,3,0
38025003901,38,025,003901,107.8,7,1,0,3,0,2,117.9,4,0,0,0,111.8,8.1,1,0,114.8,5,0,0,104.8,12.1,1,106.8,11,3.1,0,109.8,8.1,2.1,1,110.8,6,2.1,0
38025003902,38,025,003902,146.5,12.1,2,0,2,0,3,150.5,10,2,0,0,139.5,18.1,4,0,152.5,8,2,0,139.5,16.1,0,136.4,17.1,5,1,131.4,19.1,8,0,139.4,11.1,6,0
38025003903,38,025,003903,398.5,51.9,14,4,1,0,3,425.5,27,9,6,0,398.5,46.9,21,0,411.5,37,12,0,383.5,46.9,0,365.6,54.9,26,0,366.6,57.9,19,1,377.6,38,24,1
38027002301,38,027,002301,434.4,194.2,35,10,3,1,8,536.5,114.1,18,7,0,456.4,173.2,39.1,0,353.5,310.2,16,0,448.5,165.1,1,396.4,212.2,46.1,0,370.4,188.2,92.1,0,412.4,165.2,62,0
38027002302,38,027,002302,355.9,160.5,18,5,3,0,2,424.7,104.7,17,3,0,368.9,134.6,44.9,0,361.8,178.5,12,3,376.8,102.7,6,313,163.5,45.9,0,301.1,142.6,73.8,0,337,130.6,44.9,0
38029002801,38,029,002801,379.1,53,14,3,3,0,3,403.1,35,11,7,1,373.1,49,36,0,391.1,45,17,0,352.1,70,0,336.1,77,26,0,338.1,59,26,1,351.1,56,25,0
38029002802,38,029,002802,332.8,43.8,7,1,2,1,3,338.8,30.9,9,6,2,319.9,40.9,18.9,1,334.8,38.9,11,1,301.9,54.8,1,288,55.8,27.9,1,292,48.8,19.9,1,290,40.9,30.9,1
38029002803,38,029,002803,343.6,43.1,12,1,1,0,7,372.6,29,6,4,0,354.6,32,20,1,366.6,38.1,6,0,331.6,59.1,0,311.5,73.1,18,1,318.5,46.1,27,1,329.5,44.1,22,1
38029002804,38,029,002804,288.2,49.1,16,1,1,0,1,315.2,25.1,6,6,0,314.1,24.2,12.1,0,307.2,35.1,8,0,275.1,41.2,0,245.1,72.1,21.1,1,244.1,55.1,21,0,250.1,46.1,26.1,1
38029002805,38,029,002805,334.1,26,3,4,2,0,3,345.1,16,4,6,0,331.1,33,7,2,339.1,28,7,0,315,29,0,306,39.1,10,0,310,26,8,0,315,21,13,0
38031002901,38,031,002901,75,29,1,0,0,0,1,89,16,1,4,0,78,22,7,0,77,29,4,0,75,24,0,58,38,9,0,41,23,41,0,64,23,12,0
38031002902,38,031,002902,36,21,3,0,0,0,0,50,9,3,0,0,42,13,4,0,48,15,0,0,46,7,0,38,20,1,0,39,13,4,0,43,14,2,0
38031002903,38,031,002903,70,19,5,0,3,0,2,81,13,8,0,0,74,12,14,0,66,27,10,0,71,24,0,58,24,15,0,56,18,22,0,64,13,18,0
38031002904,38,031,002904,340.6,48.5,32.8,2.1,0.1,0,3.2,394.1,22.6,10.5,3.2,0,358.7,48.4,18.2,0,374.4,43.5,10.4,0,327.6,68.5,1,315,73.8,18.9,0,287.7,46.9,68.8,0,335.3,34.7,33.3,0
38031002905,38,031,002905,363.2,116.2,29.3,3.9,2,1,6.8,454.1,50.8,17.6,7.8,2,401.3,78.1,42,1,426.7,83,13.7,2,361.3,124,2,346.6,123,30.3,1,336.9,93.7,60.5,0,357.4,85.9,47.8,2
38031002906,38,031,002906,356.2,113.3,24.9,4,4,0,2,422.9,58.6,18.9,6,0,385,89.5,29.8,0,404.9,88.5,14.9,0,362.1,94.5,0,315.4,142.2,28.8,0,309.4,100.4,63.7,0,339.3,100.4,33.8,0
38033003901,38,033,003901,794.6,98.9,40,4,7,0,11,855.5,61.9,28,8,1,809.6,95.9,45.9,0,793.7,127.8,26,2,751.7,144.7,0,730.8,118.8,58.9,2,722.8,104.8,67.9,1,742.7,84.9,70.9,5
38035001701,38,035,001701,412.6,179.6,19.4,5.4,1,0,3.4,474.8,125.1,13.4,4.6,0,449.2,146,21.4,0.1,476.9,116.7,20.2,0,488.3,75.8,2.7,399.2,150.8,31,0,414.5,134.7,32.2,0,409.7,134,32.2,0
38035001702,38,035,001702,1221.5,863.5,158.4,25.1,10.9,2,52.6,1662.2,549.7,57.2,23,2,1475.8,639,126.9,4.9,1608,534.4,110,1,1568.3,433.9,8.1,1237.4,735.1,151.3,4,1275.9,648.1,161.2,2,1273.7,620.4,150.3,4
38035001703,38,035,001703,1112,871,151,29,6,5,54,1469,649,61,27,2,1345,708,121,2,1504,576,93,1,1534,415,12,1155,771,145,1,1227,652,171,0,1244,613,144,1
38035001704,38,035,001704,962,660,77,17,5,3,47,1250,465,34,10,1,1114,512,76,5,1224,434,45,6,1267,257,8,985,572,69,2,1031,498,87,1,1031,468,82,0
38035001705,38,035,001705,1228.8,688.4,87.5,9.8,6.8,1.9,34.9,1644.5,389.1,13.7,11.7,1,1449.3,487.3,62.3,4.8,1636.8,353.2,42.9,0,1553.5,242.2,7.8,1245.2,595.9,63.3,1,1332.6,471.6,78.9,1,1302.5,437.7,82.7,1
38035001801,38,035,001801,358.6,135.5,38,7.2,1.1,1,8.3,400.2,102.6,21.4,9.1,0,372.1,112.1,34.9,0,394,90.5,35.7,0,367.7,92.8,4,300.6,137.7,47,1,302.8,124.2,53,0,317.9,106,47,2
38035001802,38,035,001802,386.4,312,63.7,15,2.1,1.1,19.4,489.8,260.1,29.3,6.2,1,428.8,275,70.4,1,497.9,231.4,42.8,0,482.4,192.1,4.1,370.4,284.8,63.2,0,363.7,287.6,65,0,389.9,250.1,67.9,1
38035001803,38,035,001803,239.6,187.4,29,2.9,3.9,1.9,15.5,293.7,154.6,12.6,7.7,0,287,154.6,23.2,1,297.6,130.4,30,1,281.2,117.9,3.9,208.7,179.7,44.4,1,215.5,173.9,37.7,0,225.1,153.6,34.8,0
38035001804,38,035,001804,346,320,76,19,4,1,16,448,258,44,15,1,400,292,69,0,441,258,55,2,454,222,5,332,299,95,2,340,277,98,1,338,265,99,2
38035001805,38,035,001805,653,628,125,31,10,0,25,853,525,56,14,1,764,553,108,2,853,484,91,1,870,381,19,643,587,130,3,663,553,139,2,669,526,126,3
38035001806,38,035,001806,64,101,10,2,1,0,7,87,85,8,2,0,66,97,13,3,91,78,8,0,99,36,8,67,91,14,1,71,86,12,0,77,77,11,0
38035001807,38,035,001807,808,576,103,24,7,0,20,1037,422,35,24,0,923,462,95,1,1016,408,67,0,1042,293,12,768,543,118,2,832,455,107,2,822,438,121,1
38035001901,38,035,001901,355.1,132.6,28.1,7,1,1,7,414.3,97.5,12.1,5,0,375.2,104.5,41.1,0,390.4,92.4,35,2,366.4,104.3,2,295.3,143.4,44.1,0,315.2,114.5,51,1,322.2,106.4,39.1,2
38035001902,38,035,001902,255,83,37,1,2,0,7,320,47,13,8,0,275,81,28,1,294,55,35,0,296,62,2,244,90,35,2,247,76,47,0,265,63,37,0
38035001903,38,035,001903,818,259,68,10,6,1,30,978,159,30,24,1,878,229,68,1,964,172,47,3,947,163,4,780,274,91,0,776,242,101,1,797,223,85,0
38035001904,38,035,001904,469,153,46,6,0,2,16,574,100,16,3,1,496,139,47,1,548,115,22,4,520,125,2,458,164,45,0,454,142,57,1,463,129,59,0
38035002001,38,035,002001,414,147,59,7,7,1,13,470,103,32,17,2,427,136,53,1,448,104,47,0,443,112,1,363,142,68,1,359,144,63,0,354,140,59,0
38035002002,38,035,002002,1099.8,385.5,89.3,12.2,10.1,0,24.5,1313.1,264,34.2,18.2,0,1216.2,313.4,73,2.1,1318,246.4,39.6,3,1242.8,253.7,10.1,1017,439.1,95,2,1036.4,353.2,129.2,3,1040.9,327.7,135.3,4
38035004201,38,035,004201,562,363,76,7,11,1,20,731,249,36,16,0,660,298,62,0,681,271,58,1,705,201,8,545,324,98,0,546,320,95,2,562,286,101,3
38035004202,38,035,004202,475,575,140,34,3,4,37,677,428,77,28,1,558,522,111,1,624,446,95,1,611,387,12,497,455,149,1,461,492,127,2,488,441,132,0
38035004203,38,035,004203,680,411,88,21,3,2,15,773,265,55,22,1,694,301,80,2,747,240,51,3,633,216,10,560,258,101,4,553,246,87,4,544,237,86,3
38035004204,38,035,004204,617,517,103,15,7,0,27,774,387,45,15,1,693,421,82,1,757,369,68,3,751,258,8,571,441,95,5,566,409,113,2,566,389,103,2
38035004301,38,035,004301,940.2,680.6,94.9,20.3,7,4,37.1,1248,452.1,43.7,23.2,2,1100.9,514.1,95,2,1222.2,435.7,64,1,1196.8,298.6,7.1,956.5,571.2,89.5,2,1000.2,511.5,84.6,2,1002,451.5,97.6,3
38035004302,38,035,004302,762,656,87,23,11,3,21,1013,473,31,15,0,890,523,84,0,970,475,56,0,1018,277,11,763,563,84,1,769,518,95,5,776,478,88,2
38035004303,38,035,004303,627.3,511.6,61.6,12.2,7,1,28.1,817.1,376,27.4,5.2,1,756.4,389.6,60.7,5,830.2,339.7,37.6,1,851.7,227.4,5.1,661.8,428.7,62,4,681.3,383.3,71,6,675.2,362.3,87,2
38035004304,38,035,004304,376,356,72,15,3,0,21,531,250,24,15,0,468,285,49,1,518,249,29,1,523,172,5,391,319,52,2,391,295,58,0,408,270,53,0
38035004305,38,035,004305,96,98,16,5,1,0,5,116,78,11,5,0,108,84,20,0,105,87,12,0,117,62,1,87,90,21,0,85,90,26,0,96,71,29,0
38037003101,38,037,003101,639.1,82.6,35.5,4.9,1.1,0,4.9,707.5,48.8,16.7,10.9,0,668.1,76.4,30.5,2,679.9,76.4,19.7,1,627.6,108.7,0,602.9,113.8,40.6,0,604.8,89.3,48.3,1,623.6,78.2,43.5,0
38037003102,38,037,003102,105.4,16,9,0,0,0,2,123.4,11,1,0,1,119.4,10.1,7,0,123.4,11.1,2,0,107.4,22.1,0,110.4,15.1,7,0,111.4,15.1,6,0,112.4,13.1,7,0
38037003103,38,037,003103,234.5,56,13.8,2,4.9,0,2,275.8,34.4,4,4.9,0,259.1,50.1,6,1,266,43.2,5.9,1,243.3,48.2,1,229.6,59,20.6,0,229.6,55,16.8,1,239.4,39.3,19.7,1
38037003104,38,037,003104,6.2,0.8,0.3,0,0,0,0,6.8,0.5,0.2,0.1,0,6.4,0.7,0.3,0,6.6,0.7,0.2,0,6,1,0,5.8,1.1,0.4,0,5.8,0.9,0.5,0,6,0.8,0.4,0
38037003105,38,037,003105,115.5,28.6,5.9,0,0,0,1,129.3,12.8,4.9,3,0,128.3,14.8,5.9,0,125.4,19.7,3,0,118.4,19.7,0,118.4,18.8,7.9,0,111.5,22.7,7.9,0,116.5,16.8,8.9,0
38039002301,38,039,002301,175,57,26,3,0,1,6,207,42,10,3,1,181,73,11,0,191,66,8,0,190,47,1,156,77,23,1,156,61,33,0,178,49,25,0
38039002302,38,039,002302,149.2,74.1,19,0,0,0,3,187.2,52.1,5,4,0,150.2,79.1,16,0,176.2,64.1,6,0,153.2,62.1,0,126.2,94.1,13,0,126.2,77.1,25,0,148.2,68.1,16,1
38039002303,38,039,002303,189,77,19,1,1,0,1,241,46,6,3,0,215,60,13,2,221,64,7,0,214,52,0,174,88,19,0,181,74,20,0,192,64,16,0
38039002304,38,039,002304,141,57,13,1,0,1,6,185,36,5,0,0,164,47,11,1,168,50,7,0,170,34,1,138,72,10,0,137,65,15,0,140,62,13,0
38039002305,38,039,002305,189.5,32.4,15.7,1,0,0,2,221.9,17.7,2,2,0,202.3,23.6,13.8,1,201.3,33.4,4.9,1,183.6,43.2,0,165.9,52,10.8,1,167.9,43.2,15.7,1,193.4,28.5,10.8,0
38041003101,38,041,003101,520,84,19,1,6,0,4,563,46,18,8,1,533,52,40,0,526,73,23,1,485,90,1,440,93,64,1,457,69,57,1,480,62,46,1
38041003102,38,041,003102,94,11,4,2,1,1,0,104,5,0,2,0,93,9,6,0,103,7,1,0,90,13,1,87,11,7,1,92,9,4,1,90,9,5,0
38041003601,38,041,003601,316,64,15,2,2,0,10,361,34,10,6,0,340,49,23,0,355,50,13,0,324,62,0,297,87,17,1,324,42,30,2,313,41,32,2
38041003602,38,041,003602,120,9,8,0,0,0,3,132,3,2,1,0,123,5,8,0,120,13,2,0,118,9,0,114,16,3,0,111,11,8,1,115,8,7,0
38043001401,38,043,001401,78.3,30.3,4.9,2,2,0,2.9,94.9,22.5,2.9,2,0,90,19.6,8.8,1,94.9,21.5,4.9,0,88,16.6,0,75.3,32.2,7.8,0,76.3,28.3,9.8,0,86.1,22.5,8.8,0
38043001402,38,043,001402,60,19,6,0,0,0,0,71,12,3,0,0,67,11,4,1,63,21,2,0,59,15,1,56,23,5,0,50,18,9,0,53,16,9,0
38043001403,38,043,001403,54,14,5,0,0,0,1,63,10,1,3,0,57,15,2,0,59,15,2,0,53,7,0,46,20,1,0,49,13,5,0,54,12,1,0
38043001404,38,043,001404,534,79,31,3,0,1,5,591,44,24,6,0,556,74,26,0,553,86,17,0,487,110,1,466,114,47,0,469,84,59,1,492,73,50,1
38043001405,38,043,001405,118,10,6,0,0,0,1,127,4,5,0,1,122,5,8,0,122,10,4,0,100,28,1,104,13,15,1,111,7,12,1,111,7,15,0
38043001406,38,043,001406,262,25.7,10.9,2,0,0,2,271.9,23.7,6.9,2,0,266.9,26.7,8.9,0,269.9,23.7,9.9,0,245.2,32.6,0,227.4,41.5,22.7,1,235.3,27.7,24.7,0,250.1,25.7,16.8,0
38045002801,38,045,002801,510.9,150.4,41.8,1,8,1,16.9,616.4,88.6,23.9,3,1,536.8,152.4,31.9,0,595.5,113.5,18.9,0,550.7,117.5,3,462.1,233,28.9,0,480,157.3,58.8,1,509.9,135.4,49.8,0
38045002901,38,045,002901,159,29,12,0,0,0,1,192,9,3,3,0,177,19,7,0,186,17,3,0,157,40,0,146,46,11,0,151,25,20,0,159,24,14,0
38045002902,38,045,002902,260,132,16,2,2,2,5,330,79,9,9,0,270,131,21,0,314,99,12,0,273,89,3,230,158,18,0,234,125,35,0,257,107,27,0
38045002903,38,045,002903,549,190,39,10,6,1,3,677,115,13,7,0,592,164,47,0,650,138,15,0,572,149,2,486,257,34,0,493,205,56,0,529,168,45,0
38047002801,38,047,002801,243.2,17.2,12,1,2,2,3,264.3,11.1,6,3,0,253.3,19.1,16,0,264.3,18.1,5,2,229.1,31.2,0,207,51.2,14.1,0,221,23.2,21.1,0,216.1,26.1,19.1,0
38047002802,38,047,002802,345.6,45.8,12.9,1,2,0,3,390.5,26.9,3,2,0,370.6,29.9,14.9,0,373.6,36.9,7,0,311.8,54.8,0,302.8,68.7,20.9,0,302.8,45.8,25.9,0,312.8,41.8,23.9,0
38047002803,38,047,002803,172,41,8,3,1,0,6,198,27,10,3,0,178,42,13,3,191,32,14,0,171,48,1,155,60,19,0,158,43,26,1,165,35,27,0
38047002804,38,047,002804,57,3,2,0,0,0,0,63,1,1,0,0,58,5,2,0,58,6,0,0,52,8,0,50,12,1,0,51,4,5,0,53,2,5,0
38047002805,38,047,002805,70,7,3,0,1,0,2,73,6,1,2,0,69,6,6,0,77,3,2,0,65,7,0,62,12,2,0,65,4,6,0,64,6,5,0
38049000601,38,049,000601,168.1,31.8,11.9,2,0,0,5,196.9,14.9,6,4,0,188.9,23.9,8,0,191.9,24.9,5,2,177,30.8,0,157.1,39.8,13.9,0,161.1,31.8,14.9,0,168.1,22.9,16.9,0
38049000602,38,049,000602,159.1,14,19,1,2,0,3,180.1,10,6,7,0,170.1,16,17,0,176.1,18,8,0,167.1,31,0,156.1,27,17,0,153.1,30,15,0,160.1,17,19,0
38049000603,38,049,000603,441.6,95.1,34,4,7,0,12,515.7,70,15,9,0,463.7,98.1,38,0,492.7,93.1,17,1,436.6,113.1,2,392.6,148.1,37,0,384.6,124.1,51,1,435.6,93.1,43.1,1
38049000604,38,049,000604,241,34,33,2,1,2,7,273,25,9,10,1,249.1,39,30,0,269,34,11,3,239.1,64,1,225,49,32,2,229,40,37,0,232,38,37,0
38049000605,38,049,000605,628,191,63,3,3,1,15,787,101,19,4,2,707,145,44,2,746,145,24,3,677,165,3,600,234,56,2,597,202,67,1,660,168,51,1
