GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREOFUE,G16PREOWRI,G16USSRHOE,G16USSDGLA,G16USSLMAR,G16USSIGER,G16USSOWRI,G16HALRCRA,G16HALDIRO,G16HALLSEA,G16HALOWRI,G16GOVRBUR,G16GOVDNEL,G16GOVLRIS,G16GOVOWRI,G16AUDRGAL,G16AUDLRIE,G16AUDOWRI,G16TRERSCH,G16TREDMAT,G16TRELOLS,G16TREOWRI,G16INSRGOD,G16INSDBUF,G16INSLBAT,G16INSOWRI,G16PSCRFED,G16PSCDHUN,G16PSCLSKA,G16PSCOWRI
38053003908,38,053,003908,170.37,6.2,9.56,1.04,1.09,0.01,2.13,179.6,4.95,3.62,0.19,0.01,163.55,17.02,6.69,0.02,169.13,8.94,10.19,0.01,153.11,24.3,0.01,156.21,8.45,17.82,0,153.01,14.5,11.73,0.01,154.3,8.98,16.12,0.02
38053003909,38,053,003909,215.33,24.19,11.02,1.01,0,0,4.01,237.35,13.16,4.02,0.02,0,217.29,25.23,7.02,2,218.33,27.19,5.02,1,207.32,28.19,0,203.29,26.2,14.04,0,195.27,26.24,19.02,0,205.3,23.19,14.04,0
38055000401,38,055,000401,495.01,119,37,1,3,2,4,568.01,82,16,8,1,529.01,114,24,0,549.01,105,17,1,501.01,113,3,441.01,164,41,5,472.01,135,35,0,499.01,112,40,1
38055000402,38,055,000402,23.86,183.9,2.98,13.92,1.99,2.98,11.93,76.54,131.21,11.93,8.95,0.99,21.87,214.71,2.98,0,42.74,169.98,15.9,0.99,58.65,141.15,1.99,41.75,155.07,23.86,1.99,13.92,213.72,6.96,0.99,32.8,166.01,22.86,0.99
38055000801,38,055,000801,3339.5,776.76,215.91,13.99,18.99,3,40.99,3744.29,517.92,87.98,74.95,3,3420.4,717.85,233.92,4,3645.31,641.87,107.97,10,3231.61,846.65,13.99,2985.58,978.75,296.87,4,3078.56,789.83,332.86,7,3260.49,665.85,295.88,4
38057000401,38,057,000401,4.14,6.1,0.02,0.08,0.01,0.02,0.07,6.46,3.79,0.07,0.05,0.01,3.13,7.29,0.02,0,5.26,5.02,0.1,0.01,3.35,6.85,0.01,3.25,6.93,0.14,0.01,3.08,7.28,0.04,0.01,3.2,5.99,1.14,0.01
38057003301,38,057,003301,232.16,84.69,17.93,1,0,0,5.98,252.08,78.71,11.96,1.99,1,221.2,96.65,21.92,1.99,240.13,87.68,12.95,1,243.12,68.75,1,187.32,121.56,20.92,1.99,198.28,105.62,24.91,1,215.22,87.68,24.91,0
38057003302,38,057,003302,165,28,5,1,0,0,4,175,14,10,5,0,166,23,12,0,176,22,6,0,162,32,0,141,43,12,0,155,31,10,0,153,31,13,1
38057003303,38,057,003303,1267,292,83,7,4,2,30,1398,222,36,26,2,1314,278,75,1,1378,247,27,2,1345,210,7,1141,395,78,3,1213,315,75,1,1252,280,77,3
38057003304,38,057,003304,1681,174,69,10,12,2,25,1791,123,32,25,2,1708,181,75,2,1752,151,53,4,1704,186,3,1537,267,88,3,1580,213,104,2,1626,160,104,2
38057003305,38,057,003305,196.6,20.75,12.83,1.98,2.96,0,0.99,205.49,17.78,7.9,1.98,0,187.73,31.58,14.82,0,196.62,24.68,7.9,0,196.58,32.6,0,176.86,38.49,13.83,0,179.8,32.58,11.87,0,188.67,24.69,9.89,0.99
38057003306,38,057,003306,210,16,2,0,2,0,0,210,11,1,2,0,203,15,6,0,203,15,4,0,204,17,0,187,25,9,0,190,15,13,0,185,14,21,0
38059003101,38,059,003101,223.58,36.19,10.09,0.01,1,0,3.01,239.76,25.11,4.04,3.03,1,231.66,25.19,15.07,1,229.7,36.17,6.05,0,207.57,32.28,0,197.51,41.28,11.1,0,193.52,35.21,18.12,0,210.55,28.19,11.11,1
38059003102,38,059,003102,220,25,3,3,0,3,3,237,12,4,3,0,220,19,10,0,225,21,5,0,193,28,0,185,40,8,1,189,30,12,1,194,24,7,0
38059003103,38,059,003103,549.2,102.01,30.32,3,1.02,0.01,8.01,599.5,76.2,11.83,10.67,0.04,563.81,94.3,34.31,0.96,594.06,75.66,20.61,1.97,531.29,117.96,0.07,490.48,131.82,48.5,0.98,514.36,91.36,51.51,0.03,537.46,86.25,40.97,0.96
38059003104,38,059,003104,466.57,124.61,36.18,14.96,4,0,15.01,521.08,98.25,19.03,15.99,1,483.69,129.48,35.12,3.99,508.06,108.28,28.02,1.99,463.86,136.25,5.99,409.74,157.41,56.04,1.99,433.63,137.4,53.07,1.99,432.78,120.31,62.07,1.99
38059003105,38,059,003105,1244.15,310.06,99.02,8,9,2,38,1396.18,209.04,61.01,20,2,1270.16,270.06,141.02,3,1363.17,245.05,63.01,3,1230.16,307.05,7,1126.14,337.06,137.02,3,1152.14,269.06,157.02,3,1185.15,230.05,155.02,1
38059003106,38,059,003106,369,170,33,7,3,1,13,459,119,11,10,0,398,156,38,1,446,129,17,0,390,144,1,361,164,43,0,351,167,44,0,356,150,49,0
38059003301,38,059,003301,677.53,109.25,38.09,4,6.03,0.01,3.01,742.73,70.08,18.06,11.02,1,703.65,95.12,36.11,2,732.63,83.19,25.07,0,651.22,117.36,2,639.19,125.3,40.23,0.01,639.25,100.23,47.2,0,652.38,92.18,45.11,0
38059003302,38,059,003302,1179,222,66,7,9,0,19,1284,152,34,22,2,1192,192,102,0,1271,171,45,1,1143,242,6,1039,263,130,1,1089,213,108,3,1105,181,124,2
38059003303,38,059,003303,137,15,5,0,1,0,0,139,11,5,2,0,131,20,7,0,133,20,5,0,123,20,1,117,26,11,0,119,18,16,0,121,18,11,0
38059003401,38,059,003401,1259.48,361.11,98.9,15.94,7.93,1,44.74,1464.67,239.71,47.88,26.09,3.97,1301.41,347.1,119.78,1.03,1393.28,281.3,73.87,7.97,1267.68,345.96,6.96,1161.67,407.52,118.31,3.02,1183.1,337.2,135.16,2.98,1221.38,298.46,122.99,1.04
38059003402,38,059,003402,1413.13,444.78,130.64,13.96,5.98,0,28.92,1694.36,267.27,44.88,24.93,1,1484.93,406.88,107.7,1.99,1663.44,298.18,58.84,1,1510.86,337.08,5.98,1369.25,433.81,116.68,0,1375.23,394.92,120.67,0,1427.09,331.09,136.63,1
38059003403,38,059,003403,635,272,88,21,8,4,16,731,208,42,28,1,638,273,91,2,699,232,59,3,580,296,8,544,293,102,1,535,276,113,2,564,241,111,3
38059003404,38,059,003404,593,213,52,7,6,0,15,726,135,13,11,0,645,155,67,1,701,150,26,1,639,167,4,575,227,52,1,585,177,62,1,604,165,72,1
38059003405,38,059,003405,652.85,277.94,81.98,8,5,1,17,802.82,195.96,36.99,10,0,711.84,246.94,74.98,2,761.83,224.95,51.99,1,718.84,224.95,6,615.86,285.94,98.98,1,643.86,252.94,90.98,2,659.85,226.95,97.98,2
38059003406,38,059,003406,392,166,56,10,8,1,20,495,125,23,10,1,423,170,54,0,476,128,36,2,416,164,3,377,175,71,0,374,167,68,0,398,151,63,1
38059003407,38,059,003407,469.2,148.29,57.01,12.99,1.02,1.99,16.05,535.44,109.15,30.99,22.97,3.99,475.28,160.21,64.03,2.99,505.39,141.12,44,4,431.38,192.07,9.98,400.25,174.3,82.95,6.98,398.31,175.12,79.01,4.99,413.34,156.1,75.99,4.98
38059003601,38,059,003601,385.4,39.25,14.17,4.02,2.04,0,2.01,395.51,31.22,12.1,8.02,0,381.27,34.42,28.18,0,398.38,33.32,10.1,1,363.42,59.4,0,360.14,39.51,27.17,0,343.2,42.42,37.13,0,349.33,40.31,30.11,1.01
38059003602,38,059,003602,456.48,40.6,13.86,0.99,3.96,0.99,0.99,485.2,17.82,8.91,3.96,0,472.33,24.76,15.84,0,473.32,30.7,10.89,0,419.85,52.48,0,415.88,47.53,28.72,0.99,421.83,36.64,26.74,0,437.67,30.7,17.82,0
38061000201,38,061,000201,785.36,128.85,33.8,4.95,7.88,0.99,8.94,850.78,74.29,26.91,12.83,0,805.95,101.27,45.65,0,812.97,100.28,42.65,0.99,770.3,127.98,1.97,737.27,143.96,56.58,0.02,769.12,98.34,66.41,1.97,730.54,96.39,83.34,0
38061000202,38,061,000202,344.32,34.12,13.18,1.05,0.12,0.01,3.06,361.88,17.7,13.08,1.17,0,340.73,33.7,14.34,0,345.71,33.69,12.34,0.01,332.39,38.98,0.03,310.44,48,18.4,0.98,324.57,34.63,17.58,0.03,317.17,35.58,25.63,0
38061000203,38,061,000203,133,14,7,0,6,0,1,132,13,11,3,0,127,11,21,0,123,22,13,0,116,32,0,118,18,16,0,105,22,19,1,118,11,20,1
38061000401,38,061,000401,176.25,45.08,14.01,0,0,0,3.01,202.29,26.04,5,3,0,182.25,36.08,12.01,2,191.26,40.07,4.01,0,172.21,41.09,0,164.21,47.1,15.02,0,165.2,43.1,14.02,0,168.24,37.07,17.02,0
38061000402,38,061,000402,244.67,226.38,27.03,13.02,0,1,11.02,333.72,163.33,11.04,15.03,0,244.61,260.47,20.04,0,291.68,203.38,22.04,1,282.65,199.38,3,243.59,224.4,40.09,0,207.56,271.48,29.04,1,261.61,201.38,45.08,1
38061000403,38,061,000403,182.62,29.94,6.99,1,1,0,1,188.61,27.94,2,3.99,0,180.63,28.94,8.98,1,174.64,40.92,5.99,0,170.65,36.92,0,159.67,45.9,7.98,0,166.65,37.92,9.98,0,164.66,31.93,12.97,0
38061000404,38,061,000404,87.57,6.85,2.73,0,1.69,0,0,94.36,3.11,1.02,1.7,0,90.61,7.19,2.73,0,89.24,8.23,1.71,0,85.17,9.57,0,77.68,13.67,5.78,0,82.09,7.89,5.45,0.68,82.09,6.52,6.47,0
38061000405,38,061,000405,306.42,201.38,18.19,10.48,1.17,0.11,8.98,339.82,170.65,17.84,16.51,0.11,278.13,245.7,19.92,0.99,317.68,196.97,22.5,0.11,304.73,196.57,2.61,273.16,206.6,43.56,2.05,254.49,250.93,21.2,0,282.64,198.17,41.4,0.23
38061000406,38,061,000406,168.46,13.11,5.24,0,3.28,0,0,181.57,5.9,1.97,3.28,0,174.36,13.77,5.24,0,171.74,15.73,3.28,0,163.87,18.35,0,149.45,26.22,11.14,0,157.97,15.08,10.49,1.31,157.97,12.45,12.45,0
38061000407,38,061,000407,151.61,520.04,37.76,25.48,2.83,1.89,16.99,293.13,389.84,32.1,26.44,1.89,144,595.58,17.02,0,239.33,463.45,43.43,1.89,255.33,423.85,10.38,176.99,474.79,79.31,0.95,114.71,616.34,21.74,0,169.47,483.26,76.48,3.77
38063002301,38,063,002301,1025,536,114,11,9,0,22,1343,323,57,25,2,1161,437,125,2,1185,500,54,5,1245,299,7,1038,504,120,2,990,484,159,3,1123,394,116,2
38065003301,38,065,003301,177,21,8,0,0,0,5,193,15,5,3,0,180,24,13,0,194,17,5,1,165,40,1,161,38,11,0,155,26,22,0,171,18,19,0
38065003302,38,065,003302,86.47,13.24,7.06,0.88,0,0,0.88,101.47,7.06,2.65,0,0,89.12,18.53,2.65,0,96.18,11.47,3.53,0,83.82,16.76,0,76.76,19.41,7.94,0,82.06,13.24,7.94,0,87.35,14.12,4.41,0
38065003303,38,065,003303,75,17,8,0,1,0,0,86,11,4,1,0,79,14,9,0,82,13,6,0,78,18,0,69,25,4,0,75,17,5,0,82,10,8,0
38065003304,38,065,003304,55.62,6.95,0.99,0,1.99,0,0,60.59,2.98,0.99,0.99,0,61.58,1.99,1.99,0,61.58,3.97,0,0,55.62,6.95,0,47.68,10.93,3.97,0,51.65,5.96,3.97,0,55.62,4.97,2.98,0
38065003305,38,065,003305,123.98,13.15,4.05,0.01,0.01,1,1,127.07,11.09,2.03,2.01,0,121.02,12.13,9.05,0,124.06,14.11,3.03,0,123.94,9.16,0,110.92,17.17,10.06,0,113.93,14.14,8.07,0,115.95,14.12,7.06,0
38065003306,38,065,003306,165,16,10,0,0,0,0,178,8,5,1,0,166,20,5,1,169,17,3,0,164,21,0,153,26,8,1,152,21,12,0,160,18,7,0
38065003307,38,065,003307,147.91,31.81,8.95,2.12,2.01,1,4.12,169.94,18.96,5.36,3.01,0,156.3,30.48,11.37,0,164.24,28.56,4.47,0,151.56,34.28,0,143.56,38.66,10.09,0,140.29,28.81,16.09,0,143.03,19.92,22.61,0
38067001001,38,067,001001,417.34,105.63,22.17,8.04,2.01,1,15.02,487.68,74.46,10.04,2.03,1,440.48,103.58,26.14,0,465.5,89.58,17.12,0,427.49,97.54,3.01,364.27,140.7,41.17,1.01,369.16,115.68,59.28,1.01,403.32,94.58,41.2,1.01
38067001002,38,067,001002,459.47,120.6,21.93,5.98,1.99,1,9.97,544.19,68.77,12.96,2.99,0,490.37,96.68,32.89,1.99,519.27,91.69,16.94,0,464.45,107.64,1,395.68,152.49,51.83,0,380.73,116.61,87.71,0,435.55,101.66,49.83,0
38067001003,38,067,001003,490.71,159.34,46.66,5.92,2.04,0,11.06,602.04,101.79,12.97,4.04,0.06,550.06,122.79,42.91,0.06,582.65,112.46,18.92,0,534.92,129.15,1.98,460.66,172.58,49.87,0,433.12,140.42,105.31,1,493.82,115.66,60.57,0.98
38067001004,38,067,001004,487.47,131.73,32.35,2.09,3.96,0,13.95,569.2,94.25,12.03,5.96,2.94,518.14,115.26,40.1,2.94,578.56,88.61,16.08,0,543.25,92.89,1.02,455.49,155.51,45.14,0,448.03,115.65,76.71,1,496.35,101.4,42.44,0.02
38067001005,38,067,001005,149,63,16,0,1,0,2,185,39,7,0,0,167,42,22,0,184,35,12,0,179,45,1,152,58,15,0,146,55,26,0,171,45,10,0
38067001006,38,067,001006,202.88,100.45,27.85,5.97,0.99,0,2.98,254.6,74.59,6.96,5.97,0,222.77,94.48,21.88,0,224.76,95.47,20.88,0,226.75,87.52,0.99,191.94,113.38,26.85,0.99,175.04,111.39,41.77,0.99,198.9,95.47,31.82,0.99
38069001401,38,069,001401,84,12,4,0,3,0,3,98,7,2,2,0,93,13,2,0,90,13,4,0,80,17,0,72,21,5,0,78,13,8,0,80,13,5,0
38069001402,38,069,001402,92,28,6,0,1,0,2,103,23,1,0,1,96,29,1,0,103,25,0,0,91,29,0,82,41,3,0,81,36,6,0,91,27,5,0
38069001403,38,069,001403,241.09,35.55,23.05,1.01,0.02,0,9,272.41,26.34,6.01,6,0,257.27,36.41,18.04,0,254.25,42.51,9,0,234.35,50.3,0,212.16,63.54,18.07,0,214.24,56.46,20.07,0,231.26,38.46,21.04,0.99
38069001404,38,069,001404,142.07,59.97,14.01,2,1,0,5,176.07,39.98,2,2,0,161.07,47.99,9.01,0,159.07,54.98,4,1,144.06,61.98,1,137.05,63.99,12,0,133.06,54,22,1,143.06,45.99,21,0
38069001405,38,069,001405,46.02,23.01,4,0,1,0,4,70.02,9,1,1,0,55.02,17,3,0,63.02,16,1,0,60.02,11,0,47.02,25.01,4,0,52.02,18,5,0,50.02,20,6,0
38069001406,38,069,001406,303.13,89.06,26.01,0,1,1,9,379.16,44.04,4,5,0,334.15,68.04,21.01,1,333.15,86.05,13,0,316.13,79.06,2,279.13,112.06,30.01,0,284.12,82.05,41.02,0,297.13,83.04,27.02,1
38069001407,38,069,001407,206,64,24,3,2,0,5,272,28,4,5,0,246,36,20,0,239,62,6,0,225,61,2,187,84,29,0,212,65,21,0,220,55,22,0
38069001408,38,069,001408,322.98,119.99,31,3,5,0,10,445.98,48,6,5,0,406.98,71,17,0,399.98,95,5,0,373.98,68,0,328.98,119.99,28,0,337.98,104,23,0,366.98,79,19,0
38071001501,38,071,001501,300.56,108.17,25.05,1.01,2,1,9.02,391.68,54.09,6.02,7.01,0,348.6,84.14,20.05,0,375.65,74.14,7.02,1,333.6,68.14,3,293.51,116.2,22.06,1,274.49,90.17,51.09,1,320.55,71.15,30.05,1
38071001502,38,071,001502,793.46,273.81,82.94,8.99,11.99,2,12.99,992.33,162.89,26.98,19.99,1,904.39,214.85,67.95,2,950.35,206.86,37.97,4,904.39,195.87,2,774.47,288.8,89.94,2,767.48,245.83,118.92,2,840.43,201.86,95.93,2
38071001503,38,071,001503,1647.89,945.55,270.3,29,24.03,1.03,47.31,2302.51,551.23,91.73,42.82,1.99,1917.06,787.04,236.02,5,2103.65,708.03,149.5,3.05,1939.45,772.92,14.91,1703.43,897.15,270.64,4.97,1634.63,884.19,312.19,6.96,1754.09,804.08,259.95,7.99
38071001504,38,071,001504,475.11,177.45,26.7,5,4.97,0.97,16.69,604.5,100.77,8.27,2.18,0.01,525.94,135.96,40.98,1,574.35,121.98,11.5,1.95,568.56,102.08,0.09,471.58,185.85,36.36,0.03,465.38,156.81,58.81,0.04,498.91,139.92,43.05,1.01
38073002401,38,073,002401,161,166,31,0,1,0,6,237,111,10,3,1,201,138,20,0,226,120,15,0,199,134,2,143,178,25,1,152,166,29,1,163,140,37,2
38073002402,38,073,002402,287,176,68,9,0,0,7,421,101,21,5,0,326,179,43,1,411,117,17,0,349,141,0,263,218,49,0,282,185,54,0,324,155,40,0
38073002601,38,073,002601,443.06,356.01,97.01,9,2,0,23,699.07,184,31,17,1,532.06,312.01,67,3,674.07,218.01,36,2,577.06,251.01,2,452.04,387.03,59,0,457.04,340.02,79,0,500.05,293.01,72,2
38073002602,38,073,002602,318.94,139.99,50.99,4,1,1,1,435.93,67,13,9,1,345.94,139.99,33,1,410.93,90.99,18,2,358.94,102.99,3,271.96,196.97,28,1,277.96,160.98,32,1,318.95,112.99,34,1
38075000601,38,075,000601,167,30,13,2,1,0,4,188,18,5,3,1,173,23,11,0,185,23,5,0,156,41,0,152,38,11,0,144,34,15,1,158,20,16,0
38075000602,38,075,000602,90,19,10,1,0,0,0,104,13,3,3,0,98,17,8,0,91,21,7,0,84,24,0,70,32,11,0,63,36,12,0,73,25,11,0
38075000603,38,075,000603,441,101,23,1,1,0,8,511,48,11,8,0,485,66,23,0,486,76,8,0,465,66,1,411,121,25,0,423,96,26,0,438,87,20,0
38075000604,38,075,000604,56.51,11.9,6.94,0,0,0,1.98,68.4,8.92,1.98,0,0,63.45,9.91,4.96,0,65.43,10.9,1.98,0,63.45,11.9,0.99,54.53,18.83,3.97,0,60.47,12.89,3.97,0,65.43,8.92,3.97,0
38075000605,38,075,000605,238,39,18,0,3,0,5,268,16,7,5,1,242,31,17,0,248,30,14,0,232,38,0,208,49,22,0,217,38,21,0,224,34,20,0
38077002501,38,077,002501,342.19,159.06,31.02,6,2,1,9,434.23,84.04,24.01,8,1,353.18,150.08,40.02,0,414.24,106.04,24,3,351.17,146.06,6,309.16,170.08,54.02,1,298.16,161.07,57.02,2,328.19,127.04,54.02,1
38077002502,38,077,002502,180,75,14,7,1,1,5,225,45,4,7,0,192,67,18,0,227,44,13,0,188,60,2,163,83,21,0,166,63,24,0,173,55,21,0
38077002503,38,077,002503,339.59,173.3,40.14,8.28,2.55,1.27,12.11,431.34,102.58,24.85,10.83,0,353.61,154.19,53.52,0,413.5,116.6,29.95,0.64,366.35,145.9,0,300.09,184.77,49.7,0.64,296.27,172.66,54.79,0.64,315.38,146.54,57.98,0.64
38077002504,38,077,002504,149,68,11,1,0,0,3,193,34,5,1,1,156,53,24,0,179,48,6,0,164,50,2,139,74,7,1,134,65,17,1,159,45,12,1
38077002505,38,077,002505,214,60,19,3,2,0,2,250,35,11,5,0,207,68,25,0,253,40,11,0,218,59,1,201,68,24,0,199,68,19,1,215,57,15,1
38077002506,38,077,002506,198,74,29,2,1,0,6,245,46,18,4,1,203,70,39,0,240,55,15,2,211,82,2,192,82,30,1,201,65,32,1,214,45,39,1
38077002507,38,077,002507,123,52,16,1,2,0,4,153,24,14,3,0,125,47,25,0,151,30,14,0,141,43,0,119,48,21,0,119,51,19,0,134,33,22,0
38077002508,38,077,002508,555.15,207.08,63.34,8.3,4.15,1,11.41,685.5,95.27,37.61,14.1,1,590.52,166.48,65.83,0,655.59,123.86,33.81,2.03,571.71,178.62,1.03,485.53,233.39,54.34,1,513.67,169.11,71.83,0,531.85,142.26,61.45,0
38077002509,38,077,002509,372.98,186.32,35.47,7.95,4.05,0.01,10.7,513.64,86.33,16.06,2.73,0.01,408.97,144.55,47.96,0.02,489.77,101.68,21.33,0.67,440.17,121.87,0.68,382.87,168.44,35.46,0.01,360.32,161.1,48.11,0.02,417.39,112.53,38.15,0.02
38077002510,38,077,002510,193.45,98.72,22.86,4.72,1.45,0.73,6.9,245.72,58.43,14.15,6.17,0,201.44,87.83,30.48,0,235.56,66.41,17.05,0.36,208.7,83.11,0,170.96,105.25,28.31,0.36,168.78,98.35,31.21,0.36,179.67,83.47,33.02,0.36
38077002511,38,077,002511,860.82,403.59,88.18,7.75,15.79,0.99,25.89,1127.8,214.39,39.33,15.17,0.99,928.46,359.95,86.21,2.98,1102.58,246.46,39.86,2.3,968.06,314.5,3.29,863.55,388.15,87.19,0.99,837.96,372.77,108.06,2.98,906.71,295.2,95.4,2.98
38077002601,38,077,002601,123,19,16,3,1,0,5,148,15,5,3,0,115,27,29,0,141,21,9,0,124,35,0,114,31,15,0,117,34,11,0,126,19,13,1
38077002602,38,077,002602,235,103,17,2,4,1,4,290,62,13,5,1,236,94,43,0,292,61,17,0,254,75,2,226,114,21,1,235,91,28,1,250,77,20,1
38077002603,38,077,002603,382,217,36,6,6,3,8,514,123,18,6,0,406,190,58,2,492,150,18,0,445,137,0,357,248,35,0,351,227,37,0,412,173,34,0
38077002604,38,077,002604,333,113,39,5,6,5,9,418,60,17,4,0,319,133,43,0,380,85,20,1,314,106,0,280,134,40,0,250,134,48,0,299,92,44,1
38077002605,38,077,002605,165.81,54.94,14.98,3,1,0,1,199.77,31.96,5.99,3,0,152.82,66.92,16.98,0,200.76,36.96,3,0,150.83,51.94,1,140.84,67.92,14.98,1,136.84,60.93,18.98,0,160.81,37.96,19.98,0
38079000901,38,079,000901,366,189,25,7,5,0,10,476,110,11,12,0,382,199,26,0,291,304,14,1,388,167,1,307,226,49,0,318,217,36,1,361,168,42,1
38079000902,38,079,000902,181,212,26,13,3,1,6,259,155,13,13,0,184,244,17,0,197,233,10,1,213,183,3,175,220,30,0,157,248,26,0,176,215,31,1
38079000903,38,079,000903,143.01,1051.01,30,98,7,4,34,312.02,929,64,33,0,73.01,1302.01,10,0,188.01,1118.01,45,3,264.01,891.01,7,138.01,1052.01,129,2,85.01,1236.01,39,1,143.01,1093.01,88,3
38079000904,38,079,000904,208,483,28,49,1,2,18,337,390,26,20,0,194,577,19,0,247,505,31,1,272,394,5,207,471,74,1,164,558,46,0,204,491,54,0
38079000905,38,079,000905,318.99,164,47,8,1,1,15,416.99,117,23,8,1,361.99,165,33,1,316.99,223,20,5,328.99,173,5,271.99,212,57,1,295.99,184,53,1,326.99,164,45,1
38081002601,38,081,002601,247,184,58,3,2,1,7,386,104,17,7,0,313,162,34,0,379,117,7,2,323,136,0,230,218,45,0,245,190,47,1,270,169,37,1
38081002602,38,081,002602,294,120,26,5,3,0,3,366.01,67,14,6,0,300,102,43,0,350.01,81,17,0,309.01,107,1,251,142,41,0,258,134,41,0,295,108,29,0
38081002603,38,081,002603,131.11,89.07,16.02,5,1,0,1,181.15,55.05,10.01,2,0,141.11,81.07,19.02,1,171.14,67.06,8,2,166.12,52.05,1,114.09,104.1,21.01,1,122.09,85.09,22.01,1,137.1,74.07,19.02,0
38081002604,38,081,002604,280.89,194.92,41.98,5,0,5,4,400.84,122.95,13.99,4,0,292.88,191.92,46.98,1,376.85,151.94,12.99,0,325.87,124.95,5,233.91,250.9,25.99,2,241.9,224.91,32.99,2,270.89,182.93,40.98,2
38081002605,38,081,002605,135,106,25,0,0,1,2,179,74,12,2,0,136,106,26,0,187,76,8,0,145,68,1,112,134,14,0,114,109,23,2,137,99,15,0
38083000701,38,083,000701,649.8,94.98,28.99,1,6,0,6,702.79,59.99,17,12,0,678.78,77,30,0,677.8,85.98,20.01,2,625.78,112,0,603.78,112.99,46.01,0,610.78,101.98,38.01,0,614.79,79.99,51,0
38085003101,38,085,003101,18,138,6,33,0,1,9,46,114,17,9,3,17,190,4,0,57,126,9,3,42,115,6,38,131,21,3,21,175,6,0,20,169,12,0
38085003102,38,085,003102,49.3,23.61,1.18,4.07,0.02,0,1.07,51.57,24.48,1.09,2.08,0,44.38,34.64,1.17,0.02,48.5,24.53,2.14,0.01,43.28,21.67,0.03,47.02,27.78,1.28,0.01,39.14,32.68,3.26,0.01,41.13,32.59,2.31,0.01
38085003103,38,085,003103,15.85,56.47,0.99,9.91,0.99,0,6.93,26.75,48.54,5.94,1.98,0.99,18.82,70.34,1.98,0,28.73,51.52,5.94,0.99,20.8,47.55,2.97,14.86,52.51,13.87,0.99,13.87,68.36,3.96,0,15.85,66.38,4.95,0.99
38085003104,38,085,003104,134.73,44.73,4.32,10.04,3.01,0,3.04,156.34,34.43,5.15,6.1,0,134.98,56.68,7.27,0.02,158.09,33.68,7.18,0.01,140.62,38.97,1,124.4,51.02,16.36,1,126.42,48.8,10.43,1.01,132.59,39.7,15.39,1
38085003105,38,085,003105,27.15,235.53,4.01,36.09,0.01,1,19.07,60.25,211.46,15.06,21.02,1.01,21.18,297.66,5.02,1,66.27,224.48,23.06,0.01,49.2,217.45,6.03,42.14,230.49,32.13,0.01,25.13,290.64,4.04,0,25.15,274.62,16.05,1.01
38085003106,38,085,003106,23,261,9,35,1,2,13,94,201,16,24,4,15,325,6,0,88,225,26,2,76,228,5,49,240,43,1,23,295,18,0,34,266,34,1
38087003901,38,087,003901,106,14,8,2,2,0,0,119,6,3,4,0,110,11,11,0,114,11,5,0,106,20,0,108,12,7,0,103,18,6,0,109,12,6,0
38087003902,38,087,003902,133.12,17.88,4.97,0,0,0,0.99,138.09,9.93,1.99,1.99,0,124.18,19.87,8.94,0,135.11,14.9,2.98,0,115.24,24.84,0,110.27,26.82,7.95,0,111.26,22.85,10.93,0,122.19,15.89,8.94,0
38087003903,38,087,003903,122,11,6,1,0,0,0,130,9,2,1,1,127,10,4,1,126,15,2,1,120,12,1,112,22,4,1,118,15,2,1,116,14,6,1
38089003601,38,089,003601,534.44,38.06,25.02,5,6,0,4,554.46,30.03,17.01,10.01,0,518.41,56.07,31.03,0,537.45,46.05,25.01,0,500.38,78.08,1,502.37,52.09,38.03,0,496.37,45.08,42.04,0,490.41,44.05,48.03,0
38089003602,38,089,003602,597,73,26,2,7,1,4,636.01,53,9,7,1,597.01,55,41,2,629.01,51,17,0,578.01,75,2,539,99,38,0,530.01,92,42,0,568,62,38,0
38089003603,38,089,003603,1434.31,264.73,90.34,6.56,11.18,0.01,22.41,1525.87,174.25,54.93,26.09,0.01,1400.88,235.79,123.96,3.73,1495.05,187.4,80.08,0.94,1379.94,267.56,1.89,1285.77,274.16,133.37,0.95,1258.8,271.16,135.26,0.95,1305.52,218.02,133.38,1.87
38089003604,38,089,003604,1228.59,137.52,36.4,8.42,4.79,0.99,17.52,1304.78,81.26,18.92,11.84,0.99,1229.11,116.54,62.69,2.26,1281.67,102.08,29.7,1.06,1158.12,143.68,5.1,1105.56,157.07,79.25,3.05,1099.61,128.07,83.36,3.05,1139.75,98.37,81.24,1.13
38089003605,38,089,003605,236.15,38.02,8,2,1,0,1,262.16,18.01,6,3,0,234.15,31.01,14.01,0,256.15,22.01,8,1,222.14,32.02,1,213.13,37.02,20.01,1,209.13,34.01,21.01,0,216.14,31.01,24.01,0
38089003606,38,089,003606,205,28,12,0,1,0,2,213,18,7,3,0,200,28,13,0,208,22,5,1,188,32,0,186,30,14,0,185,36,7,0,187,26,14,0
38089003607,38,089,003607,457,87,24,4,2,0,4,517,52,11,4,0,482,72,25,3,519,51,8,1,468,67,1,437,81,42,0,444,78,28,0,451,68,36,0
