GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREIBLA,G20PREONON
32003003718,32,003,003718,256.6,679.9,9.1,3,10
32003003719,32,003,003719,742.2,662.1,21.2,4,15.3
32003003720,32,003,003720,376,294,10,1,4
32003003721,32,003,003721,450.6,494.8,9.1,1,15.1
32003003722,32,003,003722,396,274,8,1,7
32003003723,32,003,003723,524.2,591.1,8,1,10
32003003724,32,003,003724,551,406,8,2,6
32003003725,32,003,003725,4,4,1,0,0
32003003726,32,003,003726,817,612,21,3,10
32003003727,32,003,003727,560,730,2,0,9
32003003728,32,003,003728,685.8,718.8,4.7,1.2,8.1
32003003729,32,003,003729,505,492,17,1,7
32003003730,32,003,003730,801,681,24,3,9
32003003731,32,003,003731,2.8,5.6,0.9,0,0
32003003732,32,003,003732,366,224.4,11.2,3,5
32003003733,32,003,003733,535,432,9,0,9
32003003734,32,003,003734,619,739.9,13.1,2,12.1
32003003735,32,003,003735,1.8,1.8,0,0,0
32003003736,32,003,003736,9.2,25,0.8,0,0
32003003737,32,003,003737,0,0,0,0,0
32003003738,32,003,003738,149,112,1,0,2
32003003739,32,003,003739,478,442,4,2,14
32003003740,32,003,003740,1435.1,1517.7,31,3.3,21.3
32003003741,32,003,003741,236.7,318.2,9,2.3,7.2
32003003742,32,003,003742,589,337.9,8.8,2.6,9.7
32003003743,32,003,003743,632.4,555.5,14.8,2,15.7
32003003744,32,003,003744,1,2,0,0,0
32003003745,32,003,003745,0.3,0.6,0,0,0
32003003746,32,003,003746,687.4,733.4,9,4,11
32003003747,32,003,003747,464,386,6,0,9
32003003748,32,003,003748,533,582,5,0,12
32003003749,32,003,003749,734,590,13,4,17
32003003750,32,003,003750,1,0,0,0,0
32003003751,32,003,003751,538,201,7,1,5
32003003752,32,003,003752,627,228,10,2,14
32003003753,32,003,003753,111,55,2,1,2
32003003754,32,003,003754,1069,563,12,2,13
32003003755,32,003,003755,450,323,7,2,2
32003003756,32,003,003756,182.8,387.3,7,0,2
32003003757,32,003,003757,359.8,616.2,8.9,1.2,9.4
32003003758,32,003,003758,351.7,715.1,13.1,2,10.1
32003003759,32,003,003759,593.4,697.6,10.9,6,18.9
32003003760,32,003,003760,897.4,586.8,17,3,14
32003003761,32,003,003761,590,327,9,0,6
32003003762,32,003,003762,529,378,13,2,13
32003003763,32,003,003763,0,0,0,0,0
32003003764,32,003,003764,847,448,14,3,15
32003003765,32,003,003765,811,509,16,1,14
32003003766,32,003,003766,310.7,381.4,1,0,6
32003003767,32,003,003767,7,31.9,0,0,0
32003003768,32,003,003768,506,441.1,8,1,9
32003003769,32,003,003769,476,431,6,0,10
32003003770,32,003,003770,665,395,12,2,9
32003003771,32,003,003771,435,338,6,1,8
32003003772,32,003,003772,663.7,446.8,12,3,9
32003003773,32,003,003773,576.8,352.9,11,1,4
32003003774,32,003,003774,423,362,6,5,11
32003003775,32,003,003775,363,315,2,2,10
32003003776,32,003,003776,0,0,0,0,0
32003003777,32,003,003777,0,3,1,0,0
32003003778,32,003,003778,0,0,0,0,0
32003003779,32,003,003779,0,0,0,0,0
32003003780,32,003,003780,612.2,695.8,20,3.8,9.6
32003003782,32,003,003782,258.4,222.3,11,2,2
32003003783,32,003,003783,620,367,14,4,10
32003003784,32,003,003784,492.7,290.2,8.8,1,12.7
32003003785,32,003,003785,502.3,247.8,8.2,1,14.3
32003003786,32,003,003786,793.2,720.7,18,4,15
32003003787,32,003,003787,654,577,15,2,19
32003003788,32,003,003788,498.1,685.2,1.9,1,7.7
32003003789,32,003,003789,478.4,527.3,2,2,5
32003003790,32,003,003790,489,494,2,0,6
32003003791,32,003,003791,453.9,236.1,4.8,1.6,6.4
32003003792,32,003,003792,460,251,0,2,4
32003003794,32,003,003794,558.8,274.6,5.4,2.1,3.5
32003003795,32,003,003795,526.3,266.2,8.8,2.3,8.1
32003003796,32,003,003796,104,49,0,1,2
32003003800,32,003,003800,434.5,432,4.5,0,8.5
32003003801,32,003,003801,361,136,3,1,3
32003003802,32,003,003802,519.9,251.9,1,4,12
32003003803,32,003,003803,29.1,18.1,1,2,0
32003003804,32,003,003804,657,360,13,4,11
32003003805,32,003,003805,59,20,1,0,1
32003003806,32,003,003806,279,256,6,0,9
32003003807,32,003,003807,611,587,8,1,13
32003003808,32,003,003808,423,464,3,3,8
32003003809,32,003,003809,516,402,7,1,11
32003003811,32,003,003811,727,305,6,3,7
32003003812,32,003,003812,141,71,0,0,1
32003003813,32,003,003813,627,311,9,2,10
32003003814,32,003,003814,445,269,15,1,10
32003003815,32,003,003815,460.4,280.2,8,4,6
32003003821,32,003,003821,3.9,0.8,0,0,0
32003003822,32,003,003822,10.5,30.7,1,0,0
32003003823,32,003,003823,7.1,1.5,0,0,0
32003003824,32,003,003824,143.1,96.3,4.1,0.8,0.1
32003003825,32,003,003825,4.3,0.9,0,0,0
32003003826,32,003,003826,203,167,2,0,2
32003003831,32,003,003831,79.7,61.5,2.9,0.2,0.9
32003003832,32,003,003832,30.9,35.5,0.9,0.1,0.9
32003003833,32,003,003833,180.2,207.5,5.1,0.8,5.1
32003003834,32,003,003834,601,282,13,3,10
32003003841,32,003,003841,859,314,17,4,15
32003003842,32,003,003842,599,311,11,0,7
32003003843,32,003,003843,787,376,14,3,16
32003003844,32,003,003844,448.9,295.3,3,4,13
32003003845,32,003,003845,23,37,1.2,0,0.4
32003003851,32,003,003851,1,0,0,0,0
32003003852,32,003,003852,71.4,97.1,1,1,2
32003003853,32,003,003853,16.4,18.2,0,0,0
32003003854,32,003,003854,505.6,283.8,8,6,5
32003003855,32,003,003855,847,335,6,6,21
32003003863,32,003,003863,455,338,9,4,9
32003003864,32,003,003864,742,536,22,5,9
32003003866,32,003,003866,161,179,0,0,1
32003003875,32,003,003875,0,0,0,0,0
32003003881,32,003,003881,0,0,0,0,0
32003003902,32,003,003902,0,0,0,0,0
32003003904,32,003,003904,0,0,0,0,0
32003003905,32,003,003905,0,0,0,0,0
32003003906,32,003,003906,0,0.3,0,0,0
32003003907,32,003,003907,0,0,0,0,0
32003003908,32,003,003908,0,0,0,0,0
32003003909,32,003,003909,0,0,0,0,0
32003003910,32,003,003910,0,0,0,0,0
32003003912,32,003,003912,0,0,0,0,0
32003003914,32,003,003914,0,0,0,0,0
32003003915,32,003,003915,0,0,0,0,0
32003003917,32,003,003917,0,0,0,0,0
32003003938,32,003,003938,0,0,0,0,0
32003003964,32,003,003964,0.8,2.5,0,0,0
32003003979,32,003,003979,0,0,0,0,0
32003003981,32,003,003981,0,0,0,0,0
32003003982,32,003,003982,3.3,10.5,0,0,0.2
32003003984,32,003,003984,0,0,0,0,0
32003003985,32,003,003985,0,0,0,0,0
32003003988,32,003,003988,0,0,0,0,0
32003003989,32,003,003989,0,0,0,0,0
32003003990,32,003,003990,0,0,0,0,0
32003003991,32,003,003991,0,0,0,0,0
32003003992,32,003,003992,0,0,0,0,0
32003003993,32,003,003993,0,0,0,0,0
32003003994,32,003,003994,0,0,0,0,0
32003003995,32,003,003995,0,0,0,0,0
32003004017,32,003,004017,781,93,3,2,15
32003004028,32,003,004028,625,48,5,0,10
32003004066,32,003,004066,54,14,0,0,1
32003004069,32,003,004069,44,25,1,0,0
32003004073,32,003,004073,15.1,14,0,1,0
32003004075,32,003,004075,0,0,0,0,0
32003004076,32,003,004076,1.6,2.2,1,0,0
32003004304,32,003,004304,788,267,11,1,10
32003004305,32,003,004305,950,272,13,5,19
32003004306,32,003,004306,988,292,8,6,16
32003004307,32,003,004307,825,259,8,0,11
32003004309,32,003,004309,580,109,4,1,14
32003004310,32,003,004310,609.2,52.6,3,1,6.9
32003004381,32,003,004381,337,147,4,0,6
32003004384,32,003,004384,490,156,5,0,7
32003004387,32,003,004387,837,254,9,1,12
32003004415,32,003,004415,322,64,1,3,6
32003004434,32,003,004434,53,69,1,0,0
32003004454,32,003,004454,1.2,0,0,0,0
32003004461,32,003,004461,910,107,6,5,8
32003004463,32,003,004463,39,11,0,1,0
32003004467,32,003,004467,403,30,3,1,10
32003004500,32,003,004500,475,227,5,1,3
32003004501,32,003,004501,1039,651,11,2,20
32003004502,32,003,004502,550,272,10,2,15
32003004504,32,003,004504,1156,422,18,2,16
32003004505,32,003,004505,601.8,273.2,9.2,3.4,6.7
32003004506,32,003,004506,664,344,8,2,11
32003004507,32,003,004507,978.3,218.2,9,3,14.9
32003004508,32,003,004508,496,65,3,3,7
32003004510,32,003,004510,380.9,174.8,2.9,3.8,9.8
32003004511,32,003,004511,0.1,0,0,0,0
32003004512,32,003,004512,309,206,3,3,8
32003004513,32,003,004513,277,205,3,0,2
32003004514,32,003,004514,779,213,9,3,14
32003004522,32,003,004522,324,169,2,1,5
32003004523,32,003,004523,472,161,5,1,8
32003004525,32,003,004525,517,253,3,2,6
32003004526,32,003,004526,517,95,1,1,9
32003004527,32,003,004527,965.4,227.8,9,6,17.1
32003004528,32,003,004528,933,227,6,5,15
32003004529,32,003,004529,631.1,160.8,3,2,5
32003004530,32,003,004530,567,230,5,2,5
32003004531,32,003,004531,803,300,22,3,16
32003004532,32,003,004532,544,153,3,4,2
32003004535,32,003,004535,764,282,10,6,9
32003004536,32,003,004536,802,301,11,1,13
32003004540,32,003,004540,404,179,8,1,3
32003004541,32,003,004541,702,248,8,4,15
32003004543,32,003,004543,315.5,111.5,3.6,4.3,7.4
32003004546,32,003,004546,573.1,221.3,5.7,3.4,6.5
32003004547,32,003,004547,295,96,7,0,9
32003004548,32,003,004548,253.4,78.2,5.7,3.3,4.1
32003004549,32,003,004549,290,122,9,2,3
32003004550,32,003,004550,269,78,3,0,7
32003004551,32,003,004551,420,144,6,0,10
32003004552,32,003,004552,603,170,7,1,6
32003004553,32,003,004553,914,327,9,7,16
32003004554,32,003,004554,213,26,0,1,0
32003004555,32,003,004555,540,165,6,3,9
32003004556,32,003,004556,492,148,3,2,5
32003004557,32,003,004557,651,186,9,2,3
32003004559,32,003,004559,630,151,15,3,21
32003004560,32,003,004560,380,136,3,1,4
32003004561,32,003,004561,454,164,4,2,3
32003004562,32,003,004562,283,125,2,0,2
32003004563,32,003,004563,258,160,4,0,4
32003004564,32,003,004564,110,22,1,1,3
32003004565,32,003,004565,832.3,295.8,13,6,16
32003004566,32,003,004566,675,230,11,4,9
32003004567,32,003,004567,987,277,7,4,13
32003004568,32,003,004568,82,20,0,1,2
32003004569,32,003,004569,557,135,5,2,1
32003004571,32,003,004571,69.8,30.5,1.4,0,0.4
32003004572,32,003,004572,0.5,0,0,0,0
32003004573,32,003,004573,113.4,33.7,1.5,0,1.5
32003004574,32,003,004574,0,0,0,0,0
32003004577,32,003,004577,941,256,11,2,13
32003004581,32,003,004581,927,354,15,4,15
32003004582,32,003,004582,681,284,3,0,8
32003004583,32,003,004583,782,263,5,1,10
32003004584,32,003,004584,687,263,12,2,19
32003004585,32,003,004585,506,172,9,2,10
32003004586,32,003,004586,1105,503,11,8,14
32003004590,32,003,004590,353.8,81.4,2,1,1.1
32003004591,32,003,004591,171.6,31.4,1,0,5.9
32003004592,32,003,004592,72,24,0,0,1
32003004593,32,003,004593,355,88,4,1,6
32003004594,32,003,004594,1,0,0,0,0
32003004596,32,003,004596,86,24,2,0,1
32003004597,32,003,004597,821,180,5,1,7
32003004598,32,003,004598,499,146,9,0,8
32003004599,32,003,004599,551,126,6,2,5
32003004601,32,003,004601,55,38,0,1,0
32003004602,32,003,004602,522,185,6,1,12
32003004603,32,003,004603,301,149,6,0,2
32003004604,32,003,004604,284.5,100.4,4.1,2.1,3.4
32003004605,32,003,004605,1185,472,15,1,18
32003004606,32,003,004606,53,18,2,0,0
32003004611,32,003,004611,417,170,9,4,10
32003004612,32,003,004612,751,363,15,2,9
32003004613,32,003,004613,9.5,4,0.1,0.1,0.2
32003004614,32,003,004614,82,35,1,0,2
32003004615,32,003,004615,1,0,0,0,0
32003004616,32,003,004616,895.5,100.4,3,3.9,15.8
32003004621,32,003,004621,476,474,11,2,7
32003004623,32,003,004623,694,453,9,4,7
32003004633,32,003,004633,627.5,382.6,10.1,1,7
32003004634,32,003,004634,907,444,11,2,16
32003004635,32,003,004635,428,234,3,1,11
32003004636,32,003,004636,0.2,2.2,0,0,0
32003004637,32,003,004637,0,0,0,0,0
32003004638,32,003,004638,0,0,0,0,0
32003004641,32,003,004641,79.3,82.2,2.9,1,1
32003004642,32,003,004642,381,155,4,2,6
32003004643,32,003,004643,350,112,4,1,4
32003004645,32,003,004645,10.4,2.4,0.1,0,0.1
32003004650,32,003,004650,176.3,20.8,0.9,0,0.9
32003004651,32,003,004651,1.6,0.4,0,0,0
32003004652,32,003,004652,695.7,159.5,5,1,9.9
32003004902,32,003,004902,0,0,0,0,0
32003004903,32,003,004903,0,0,0,0,0
32003005003,32,003,005003,97,42,0,0,3
32003005014,32,003,005014,0,0,0,0,0
32003005029,32,003,005029,643,273,8,2,17
32003005034,32,003,005034,731.9,308.4,5,4,6
32003005036,32,003,005036,549,345,6,2,7
32003005047,32,003,005047,729,677,6,0,11
32003005056,32,003,005056,355,113,3,0,9
32003005323,32,003,005323,630,275,7,2,10
32003005324,32,003,005324,494,378,8,0,7
32003005326,32,003,005326,403,464,8,2,11
32003005330,32,003,005330,850,561,11,3,11
32003005332,32,003,005332,289,121,2,2,5
32003005333,32,003,005333,579,265,10,1,11
32003005350,32,003,005350,629,249,3,1,8
32003005356,32,003,005356,280,142,1,0,2
32003005372,32,003,005372,514,176,3,3,7
32003005384,32,003,005384,389.4,177.7,6,3,2
32003005390,32,003,005390,363,262,6,1,5
32003005393,32,003,005393,420,359,7,4,12
32003005394,32,003,005394,422,454,3,2,11
32003005395,32,003,005395,246.7,269.4,1,1,1.1
32003005396,32,003,005396,575.1,421.4,2.6,0.9,6.1
32003005397,32,003,005397,828.9,693.6,4.4,3.1,14.9
32003005400,32,003,005400,381,248,4,0,8
32003005403,32,003,005403,350.1,178.6,8,3,10
32003005404,32,003,005404,670,330,8,2,7
32003005405,32,003,005405,756,383,6,6,21
32003005410,32,003,005410,673,375,4,4,8
32003005412,32,003,005412,710,372,5,0,12
32003005413,32,003,005413,738,388,11,1,14
32003005417,32,003,005417,500,231,6,4,11
32003005425,32,003,005425,514,284,10,1,7
32003005430,32,003,005430,646,354,9,2,13
32003005500,32,003,005500,1.5,1.4,0,0,0
32003005501,32,003,005501,192.5,185.6,2,1,2
32003005502,32,003,005502,2.8,3.8,0,0,0
32003005503,32,003,005503,0,0,0,0,0
32003005504,32,003,005504,474,407,10,1,9
32003005505,32,003,005505,639,437,5,1,12
32003005506,32,003,005506,0,0,0,0,0
32003005511,32,003,005511,344,191,3,0,5
32003005512,32,003,005512,617,343,7,3,13
32003005513,32,003,005513,810,464,21,2,8
32003005515,32,003,005515,339,282,3,4,2
32003005521,32,003,005521,287,194,5,1,4
32003005522,32,003,005522,572,284,6,4,13
32003005523,32,003,005523,582,413,8,1,6
32003005524,32,003,005524,185,247,2,1,2
32003005525,32,003,005525,126,206,2,1,1
32003005531,32,003,005531,213,263,10,1,4
32003005532,32,003,005532,339,213,3,2,5
32003005533,32,003,005533,517,261,4,4,4
32003005534,32,003,005534,334,184,8,0,5
32003005535,32,003,005535,322,169,3,0,8
32003005536,32,003,005536,647,309,11,0,10
32003005537,32,003,005537,620,274,4,2,10
32003005541,32,003,005541,65,37,1,1,3
32003005542,32,003,005542,435,134,6,1,4
32003005543,32,003,005543,286,80,7,1,3
32003005544,32,003,005544,580,279,9,1,8
32003005545,32,003,005545,858.5,553.6,12,3,13
32003005552,32,003,005552,600,411,9,4,9
32003005553,32,003,005553,445,262,6,0,5
32003005554,32,003,005554,449,364,7,5,7
32003005555,32,003,005555,399.4,290.5,5.9,2.6,5.5
32003005560,32,003,005560,477,343,5,0,7
32003005561,32,003,005561,0,0,0,0,0
32003005562,32,003,005562,376.6,234.5,7.1,2.4,5.5
32003005563,32,003,005563,0,0,0,0,0
32003005564,32,003,005564,542,238,11,3,7
32003005565,32,003,005565,612,293,12,2,16
32003005566,32,003,005566,453,336,5,1,9
32003005567,32,003,005567,533,355,7,3,11
32003005568,32,003,005568,487,390,6,0,6
32003005569,32,003,005569,441,356,9,4,10
32003005570,32,003,005570,554,514,10,1,5
32003005571,32,003,005571,650,367,6,2,6
32003005572,32,003,005572,562,379,14,3,14
32003005573,32,003,005573,465,306,4,0,12
32003005574,32,003,005574,178.1,163.2,3,0,3
32003005575,32,003,005575,280.9,174.8,11,1,6
32003005576,32,003,005576,332,252,4,1,5
32003005577,32,003,005577,383,240,4,2,2
32003005578,32,003,005578,355,230,9,1,7
32003005579,32,003,005579,239,121,2,4,2
32003005580,32,003,005580,644.8,263.5,3,7,14
32003005581,32,003,005581,718,194,11,1,5
32003005582,32,003,005582,594,304,2,3,13
32003005583,32,003,005583,471,184,7,2,9
32003005584,32,003,005584,417,161,7,1,6
32003005585,32,003,005585,632,260,12,2,10
32003005586,32,003,005586,569,229,3,5,8
32003005587,32,003,005587,584,511,9,0,9
32003005588,32,003,005588,169.2,179.4,2.9,0,3.9
32003005589,32,003,005589,182.8,232.5,3,0,3
32003005590,32,003,005590,1.2,0.5,0,0,0
32003005591,32,003,005591,349.5,196.7,6,0,3
32003005592,32,003,005592,425.5,204.3,4,3,6
32003005593,32,003,005593,485,276,9,0,9
32003005594,32,003,005594,451,353,7,3,10
32003005595,32,003,005595,387,196,11,4,10
32003005596,32,003,005596,750,291,7,3,11
32003005597,32,003,005597,253,93,9,2,4
32003005598,32,003,005598,701,305,8,1,14
32003005599,32,003,005599,13.6,14.3,0,0,0
32003005601,32,003,005601,646,395,11,2,8
32003005603,32,003,005603,669,515,19,1,16
32003005604,32,003,005604,739,469,12,4,14
32003005612,32,003,005612,337,193,4,3,13
32003005613,32,003,005613,556,237,8,4,11
32003005614,32,003,005614,438,108,12,4,5
32003005615,32,003,005615,283,202,4,1,3
32003005616,32,003,005616,469,368,7,7,6
32003005617,32,003,005617,1005,388,6,1,9
32003005620,32,003,005620,829,441,12,5,11
32003005621,32,003,005621,437,241,9,1,5
32003005622,32,003,005622,336,140,5,2,5
32003005623,32,003,005623,654,367,10,6,15
32003005624,32,003,005624,432,335,9,0,8
32003005625,32,003,005625,406,284,5,1,7
32003005631,32,003,005631,373,226,8,2,4
32003005632,32,003,005632,540,247,4,2,9
32003005633,32,003,005633,461,199,5,1,9
32003005634,32,003,005634,283,177,3,1,5
32003005635,32,003,005635,950.3,482.6,7,2,14.9
32003005636,32,003,005636,459,310,8,0,6
32003005641,32,003,005641,40.7,47.6,4,0,0
32003005642,32,003,005642,274,186,4,1,6
32003005643,32,003,005643,21.7,18.6,0.5,0.2,0.6
32003005644,32,003,005644,0,0,0,0,0
32003005649,32,003,005649,405,513,6,0,4
32003005650,32,003,005650,915,986,17,3,21
32003005651,32,003,005651,115.2,152.2,2,1,0
32003005652,32,003,005652,387.1,735.6,4,2,5
32003005653,32,003,005653,575.7,589.7,14.9,4,20.9
32003005654,32,003,005654,344.3,295.4,8.5,2.8,9.4
32003005655,32,003,005655,617.2,887,7,2,10
32003005903,32,003,005903,0,0,0,0,0
32003005904,32,003,005904,0,0,0,0,0
32003005905,32,003,005905,0,0,0,0,0
32003005906,32,003,005906,2,3,0,0,0
32003006040,32,003,006040,381.4,341.1,6,4,9
32003006057,32,003,006057,578,496,3,0,3
32003006062,32,003,006062,395,313,6,3,6
32003006066,32,003,006066,374,277.5,4.2,1.1,12.2
32003006109,32,003,006109,879,489,12,4,10
32003006362,32,003,006362,498,211,6,1,7
32003006424,32,003,006424,572,351,15,4,9
32003006431,32,003,006431,520,365,11,1,19
32003006434,32,003,006434,279.5,214.2,6,0,5
32003006440,32,003,006440,497,408,8,2,6
32003006463,32,003,006463,563,340,8,0,14
32003006467,32,003,006467,160,215,1,1,5
32003006468,32,003,006468,920.6,813,11.5,0.1,13.5
32003006469,32,003,006469,724,627,18,0,14
32003006470,32,003,006470,795,618,8,3,12
32003006471,32,003,006471,765,598,9,1,13
32003006475,32,003,006475,775,477,13,2,15
32003006477,32,003,006477,407,406,10,2,5
32003006484,32,003,006484,179.2,213.9,3.7,0.6,2.4
32003006486,32,003,006486,554.7,435.1,12.4,1,10.4
32003006487,32,003,006487,257,531,3,1,6
32003006488,32,003,006488,34.7,55.5,3,0,1
32003006490,32,003,006490,393,532,5,1,5
32003006492,32,003,006492,1445,1178,26,4,26
32003006493,32,003,006493,562,585,7,1,10
32003006494,32,003,006494,435,428,3,2,3
32003006496,32,003,006496,0,0,0,0,0
32003006497,32,003,006497,849,891,12,0,8
32003006498,32,003,006498,42.6,144.9,0.1,0,1.2
32003006499,32,003,006499,844.3,678.5,9.1,1.8,9.1
32003006500,32,003,006500,10,12.2,0,0,0
32003006512,32,003,006512,449,772,9,0,15
32003006513,32,003,006513,182.3,300.9,3.6,0.9,6.3
32003006514,32,003,006514,676.7,654.1,14.4,2.1,9.7
32003006515,32,003,006515,372,479,1,0,6
32003006517,32,003,006517,967,990,17,3,14
32003006520,32,003,006520,493.1,481.4,4.9,0,7.8
32003006521,32,003,006521,609,600,18,1,10
32003006522,32,003,006522,379,497,4,0,7
32003006526,32,003,006526,391,444,1,1,11
32003006527,32,003,006527,1297.8,1318,21.3,3.4,32.6
32003006530,32,003,006530,590,619,10,1,6
32003006531,32,003,006531,1293,1007.6,25.4,6,15.1
32003006533,32,003,006533,587.1,419.1,10,1,8
32003006538,32,003,006538,514,370,4,1,3
32003006539,32,003,006539,710,595,7,3,8
32003006540,32,003,006540,1008.9,774.2,19,3,11
32003006544,32,003,006544,507,496.4,10.6,0,3.9
32003006545,32,003,006545,643,449,11,2,8
32003006547,32,003,006547,823,694,18,2,17
32003006548,32,003,006548,624.1,579.2,9,5,10
32003006549,32,003,006549,682,496,5,1,3
32003006600,32,003,006600,650.7,694.1,4.2,2,10.2
32003006601,32,003,006601,670,577,10,2,13
32003006602,32,003,006602,648,497,14,4,10
32003006604,32,003,006604,823,472,18,1,12
32003006605,32,003,006605,98,59,0,0,0
32003006606,32,003,006606,643,299,15,2,11
32003006607,32,003,006607,645,382,12,4,14
32003006608,32,003,006608,131,41,6,0,4
32003006609,32,003,006609,943,627,20,2,24
32003006610,32,003,006610,1018.2,1190.7,19.8,2,17.9
32003006611,32,003,006611,399,388,4,1,7
32003006612,32,003,006612,655.6,455.6,11.4,5.9,8.2
32003006613,32,003,006613,373,378,7,1,10
32003006614,32,003,006614,0,0,0,0,0
32003006615,32,003,006615,160.7,195.7,0.5,1.1,2.7
32003006617,32,003,006617,1.4,0.9,0,0,0
32003006621,32,003,006621,523.3,429.8,12,1,10
32003006622,32,003,006622,579,301,8,2,9
32003006625,32,003,006625,352,436,5,1,4
32003006631,32,003,006631,355,336,9,2,8
32003006632,32,003,006632,364,318,8,1,7
32003006633,32,003,006633,556,515,8,4,12
32003006634,32,003,006634,367,462,3,2,11
32003006635,32,003,006635,491.3,612.1,8,2,10
32003006642,32,003,006642,416.7,396.9,3,1,4
32003006643,32,003,006643,550,453,12,2,10
32003006644,32,003,006644,697,607,8,2,11
32003006645,32,003,006645,710,573,13,5,19
32003006648,32,003,006648,760,526,13,3,13
32003006649,32,003,006649,731,524,19,1,8
32003006651,32,003,006651,813.7,742.6,9.6,1.3,15.6
32003006652,32,003,006652,278,355,2,0,7
32003006653,32,003,006653,417.3,374.4,5.4,0.7,5.4
32003006654,32,003,006654,600,467,9,4,16
32003006655,32,003,006655,532,585,7,2,9
32003006656,32,003,006656,545.9,525.9,7,1,11
32003006657,32,003,006657,659,643,7,4,8
32003006658,32,003,006658,1051,1036,12,3,16
32003006661,32,003,006661,527,501,8,1,11
32003006662,32,003,006662,324,414,8,4,5
32003006663,32,003,006663,373,292,16,2,3
32003006664,32,003,006664,411,261,4,0,6
32003006665,32,003,006665,508,470,6,3,10
32003006666,32,003,006666,789,653,19,1,10
32003006667,32,003,006667,495.9,568.1,19.3,1,8.7
32003006671,32,003,006671,364,267,7,1,6
32003006672,32,003,006672,450,354,8,1,4
32003006673,32,003,006673,916,657,18,4,13
32003006674,32,003,006674,545,404,7,0,16
32003006675,32,003,006675,483,483,7,0,14
32003006681,32,003,006681,474,685,6,1,6
32003006683,32,003,006683,236,363,3,1,4
32003006684,32,003,006684,212,304,5,0,3
32003006685,32,003,006685,514,384,11,4,9
32003006686,32,003,006686,453,316,7,0,4
32003006691,32,003,006691,348,236,9,0,9
32003006692,32,003,006692,351,314,5,0,7
32003006693,32,003,006693,839,526,14,1,15
32003006694,32,003,006694,379,348,9,1,5
32003006695,32,003,006695,570,471,8,2,5
32003006700,32,003,006700,9.9,9.6,0.1,0,0.2
32003006701,32,003,006701,307,303,3,0,7
32003006702,32,003,006702,516,382,7,2,6
32003006703,32,003,006703,701.6,428.6,14,3.5,16.6
32003006704,32,003,006704,584,333,9,1,9
32003006705,32,003,006705,431,188,8,1,12
32003006706,32,003,006706,458,233,6,2,8
32003006707,32,003,006707,876.5,722.9,10.1,2.3,13.3
32003006708,32,003,006708,586,480,6,2,11
32003006709,32,003,006709,341,302,3,2,4
32003006710,32,003,006710,994.4,494,15.1,2,11.2
32003006711,32,003,006711,0.9,0,0,0,0
32003006712,32,003,006712,173.8,314.8,4.1,0.1,5
32003006713,32,003,006713,267,185,7,0,7
32003006714,32,003,006714,287.6,184.8,5,1,9
32003006715,32,003,006715,496,428,7,3,2
32003006716,32,003,006716,853.1,785.4,14.1,1,13.1
32003006717,32,003,006717,453.9,508.9,6,1,4
32003006718,32,003,006718,462,359.5,4.6,1.8,5.5
32003006719,32,003,006719,792,790,16,1,15
32003006720,32,003,006720,334,330,10,0,5
32003006721,32,003,006721,705,606,13,0,10
32003006722,32,003,006722,0,1.2,0,0,0
32003006723,32,003,006723,117.5,79.7,1,1,2
32003006724,32,003,006724,893.6,580.1,5.3,1.1,8.4
32003006725,32,003,006725,854.1,746.1,18,2,12
32003006726,32,003,006726,364,527,3,0,7
32003006727,32,003,006727,421.7,456.6,3,1,8
32003006728,32,003,006728,915,1337.8,11,3,21
32003006729,32,003,006729,283,256,3,0,5
32003006730,32,003,006730,1128.6,742,16.3,3.8,24.4
32003006731,32,003,006731,568.8,532.1,4.8,1,10.6
32003006732,32,003,006732,655,516,15,4,8
32003006733,32,003,006733,1047,743,16,2,21
32003006734,32,003,006734,778.1,604.4,9.5,3.1,10.5
32003006735,32,003,006735,1279,999,24,3,16
32003006736,32,003,006736,434,355,2,1,9
32003006737,32,003,006737,1358.4,1008,16.7,2.2,13.6
32003006738,32,003,006738,1009,741,11,2,19
32003006739,32,003,006739,575,324,14,0,10
32003006740,32,003,006740,771.8,575.6,10.1,1.1,9.1
32003006750,32,003,006750,768.2,555.1,6,1.3,13
32003006751,32,003,006751,874.7,709.5,12,3.7,12.9
32003006752,32,003,006752,877,847.8,17.5,5,15.4
32003006753,32,003,006753,629,544,15,4,9
32003006914,32,003,006914,0,0,0,0,0
32003007012,32,003,007012,597.3,278.6,13.1,4.6,12.1
32003007047,32,003,007047,533.8,389.8,11,3,6
32003007048,32,003,007048,574,445,8,1,12
32003007049,32,003,007049,428,303,3,2,9
32003007050,32,003,007050,384,396,2,0,7
32003007054,32,003,007054,536.6,274.6,8.1,5,4.1
32003007079,32,003,007079,637,275.4,9.3,4.2,6.8
32003007097,32,003,007097,565,280,13,2,10
32003007311,32,003,007311,394,240,8,2,8
32003007312,32,003,007312,654.6,270.8,11,3,9
32003007332,32,003,007332,651,242,8,3,9
32003007334,32,003,007334,264.6,112.6,5,0.1,3.9
32003007341,32,003,007341,185.4,81.5,3.7,1.2,1.3
32003007351,32,003,007351,322.8,518.7,6,2,6
32003007352,32,003,007352,371.2,840.3,9,4,9
32003007354,32,003,007354,438,563,9,2,14
