GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREOWRI,G16USSRYOU,G16USSDBAY,G16USSLBRE,G16USSOWRI,G16GOVRHOL,G16GOVDGRE,G16GOVLBEL,G16GOVOWRI,G16ATGRHIL,G16ATGDARR,G16SPIRMCC,G16SPIDRIT
18003000120,18,003,000120,380,206,26,6,363,216,28,1,365,217,17,0,424,170,347,250
18003000130,18,003,000130,280,213,30,8,259,242,33,0,271,243,22,0,329,187,276,254
18003000140,18,003,000140,654.97,421.25,55.14,19.06,608.88,474.39,59.16,0,615.89,485.42,35.1,0,733.28,376.03,609.87,510.48
18003000150,18,003,000150,405.03,256.75,28.86,12.94,386.12,285.61,31.84,0,388.11,291.58,20.9,0,467.72,210.97,383.13,303.52
18003000160,18,003,000160,135,125,16,6,112,140,21,0,123,137,16,0,156,113,129,145
18003000170,18,003,000170,278,146,30,5,268,158,34,0,275,166,18,0,310,138,265,184
18003000180,18,003,000180,383.59,154.25,31.03,6.01,388.56,158.29,27.04,0,394.58,162.29,8.02,0,446.66,102.22,382.55,174.33
18003000190,18,003,000190,497,334,44,18,456,375,55,0,465,395,22,0,574,282,453,412
18003000200,18,003,000200,415,246,27,17,379,277,44,0,403,277,21,0,456,228,386,308
18003000210,18,003,000210,407,256,30,7,384,284,26,0,392,283,14,0,454,229,380,310
18003000220,18,003,000220,724.41,311.75,47.97,22.99,700.44,356.71,49.96,0,717.42,355.71,26.98,0,829.34,259.78,686.45,406.67
18003000230,18,003,000230,349,186,36,9,346,208,27,1,345,214,14,0,406,156,329,236
18003000240,18,003,000240,295,153,31,9,268,183,27,1,281,181,13,0,322,139,275,191
18003000250,18,003,000250,447,285,37,3,421,303,46,0,434,309,21,0,501,250,416,338
18003000260,18,003,000260,541,230,40,26,527,259,49,1,519,275,29,0,608,191,508,301
18003000270,18,003,000270,532.36,175.77,17.53,6.46,522.87,195.03,18.78,0,522,204.45,7.66,0.77,583.27,137.59,511.81,210.56
18003000280,18,003,000280,607.95,272.58,22.65,11.91,581.81,289.54,33.41,1,587.36,302.59,14.59,1.23,683.65,203.84,571.08,315.73
18003000290,18,003,000290,398.92,201.45,24.6,7.98,377.64,232.7,21.28,0.66,383.63,234.03,11.97,0.66,429.5,184.17,368.34,251.32
18003000300,18,003,000300,356.12,192.02,18,10,330.11,212.03,27.01,0,343.11,211.03,12,0,391.12,162.02,330.11,226.04
18003000310,18,003,000310,462,246,35,2,429,269,45,0,428,283,27,0,504,214,449,278
18003000320,18,003,000320,401,244,34,8,377,272,39,0,379,288,17,2,437,222,371,305
18003000330,18,003,000330,4.26,2.99,0.01,0,2.3,4.95,0.02,0,2.29,4.97,0.01,0,3.3,3.96,2.28,4.98
18003000340,18,003,000340,195,133,13,8,166,155,27,0,175,154,18,0,214,118,177,162
18003000350,18,003,000350,220.52,135.62,19.2,8.09,225.47,142.75,15.23,0,221.5,150.82,10.11,0,253.99,115.29,224.49,153.84
18003000360,18,003,000360,264,265,42,25,260,275,51,0,255,301,28,1,330,242,262,314
18003000370,18,003,000370,304.38,253.96,48.98,12.01,286.03,268.54,61.99,0,282.52,297.91,29.7,0,351.95,242.4,299.88,300.04
18003000380,18,003,000380,402,401,56,23,397,434,54,0,399,449,35,0,496,359,411,460
18003000390,18,003,000390,356.82,290.5,56.98,11.21,335.34,318.53,62.58,0,346.55,338.14,24.29,0.93,411,272.76,339.08,357.76
18003000400,18,003,000400,148,125,21,5,125,138,32,0,136,138,17,0,166,120,143,142
18003000410,18,003,000410,252,257,42,5,234,288,36,0,243,286,19,0,293,241,265,273
18003000420,18,003,000420,202,169,25,7,197,175,27,0,205,179,9,0,232,157,207,185
18003000430,18,003,000430,159,148,15,5,138,160,27,0,142,163,14,0,186,127,148,172
18003000440,18,003,000440,180,261,42,17,190,265,43,0,190,276,25,2,230,252,205,279
18003000450,18,003,000450,90,93,25,10,91,105,20,0,89,112,11,0,114,96,100,109
18003000460,18,003,000460,45.36,86.77,17.75,3.94,46.35,85.79,18.74,0,48.32,94.66,7.89,0,60.15,85.79,53.25,94.66
18003000470,18,003,000470,287.56,243.64,25.37,12.84,273.93,254.71,38.81,0,282.64,262.34,21.88,0.07,333.58,210.48,279.29,272.69
18003000480,18,003,000480,373,219,32,9,371,225,31,0,374,230,22,0,420,187,348,264
18003000490,18,003,000490,322.04,165.04,27.33,10.76,285.95,187.48,42.94,0.98,303.51,188.47,20.49,0,355.23,148.47,301.55,209.95
18003000500,18,003,000500,367.35,202.04,23.2,7.73,339.31,215.57,36.73,0,345.11,235.88,9.67,0,398.28,179.81,336.41,246.51
18003000510,18,003,000510,507,269,60,16,472,305,76,2,472,335,46,0,564,268,472,368
18003000520,18,003,000520,246,93,24,8,236,114,22,0,244,113,12,0,273,77,217,135
