GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,school,cd_1980,cd_1990
01001000201,01,001,000201,1773,1699,37,24,4,9,0,1248,1197,28,11,4,8,0,194.1,370.66,NA,62328,92628,NA,00240,3,2
01001000202,01,001,000202,2031,747,1260,6,7,11,0,1386,576,799,4,3,4,0,215.56,411.65,NA,62328,92628,NA,00240,3,2
01001000203,01,001,000203,2952,2521,405,8,2,16,0,2145,1820,302,6,2,15,0,333.61,637.08,NA,62328,92628,NA,00240,3,2
01001000204,01,001,000204,4401,4296,36,24,16,29,0,3311,3241,28,18,8,16,0,514.96,983.39,NA,62328,92628,NA,00240,3,2
01001000205,01,001,000205,3146,2953,124,39,4,26,0,2187,2051,85,25,3,23,0,340.14,649.55,NA,62328,92628,NA,00240,3,2
01001000206,01,001,000206,3420,2646,731,29,7,7,0,2331,1872,430,18,5,6,0,362.54,692.32,NA,62328,92628,NA,00240,3,2
01001000207,01,001,000207,2744,2544,153,21,14,12,0,2034,1905,97,14,9,9,0,316.35,604.11,NA,62328,92628,NA,00240,3,2
01001000208,01,001,000208,4900,4127,738,23,9,3,0,3361,2865,473,14,6,3,0,522.74,998.24,NA,62328,92628,NA,00240,3,2
01001000209,01,001,000209,3590,2812,757,16,3,2,0,2514,2006,494,9,3,2,0,391,746.68,NA,NA,92106,NA,00240,3,2
01001000210,01,001,000210,2282,1640,626,14,1,1,0,1563,1177,376,8,1,1,0,243.09,464.22,NA,6460,90315,NA,00240,3,2
01001000211,01,001,000211,2983,1012,1939,26,4,2,0,2044,788,1231,19,4,2,0,317.9,607.08,NA,3220,90171,NA,00240,3,2
01003000101,01,003,000101,3565,2453,1025,16,68,3,0,2539,1808,671,11,46,3,0,304.13,724.42,NA,NA,93024,NA,00270,1,1
01003000102,01,003,000102,2061,1909,95,20,37,0,0,1445,1351,54,9,31,0,0,173.09,412.28,NA,4660,90207,NA,00270,1,1
01003000103,01,003,000103,5407,4079,1250,25,44,9,0,3810,2956,797,15,34,8,0,456.37,1087.05,NA,4660,90207,NA,00270,1,1
01003000104,01,003,000104,3157,2908,184,25,33,7,0,2182,2035,108,12,23,4,0,261.36,622.56,NA,4660,90207,NA,00270,1,1
01003000105,01,003,000105,3966,3644,239,26,49,7,1,2976,2757,159,19,35,5,1,356.47,849.1,NA,4660,90207,NA,00270,1,1
01003000106,01,003,000106,3467,1800,1624,16,17,10,0,2179,1264,884,13,10,8,0,261.01,621.7,NA,4660,90207,NA,00270,1,1
01003000108,01,003,000108,5168,3418,1706,21,10,13,0,3752,2580,1144,13,10,5,0,449.42,1070.5,NA,19648,90846,NA,00270,1,1
01003000110,01,003,000110,2314,2039,198,45,31,1,0,1648,1470,131,25,22,0,0,197.4,470.2,NA,73872,93042,NA,00270,1,1
01003000111,01,003,000111,4237,3958,192,53,21,13,0,3109,2952,99,33,18,7,0,372.4,887.05,NA,25240,91053,NA,00270,1,1
01003000113,01,003,000113,2915,2641,225,24,20,4,1,2218,2026,152,20,17,3,0,265.68,632.83,NA,61488,91053,NA,00270,1,1
01003000115,01,003,000115,7325,5833,1317,124,28,18,5,5356,4460,793,71,18,12,2,641.55,1528.15,NA,26992,91152,NA,00270,1,1
01003000116,01,003,000116,6341,6049,164,87,25,15,1,5092,4889,104,65,20,13,1,574,1580,NA,23320,90963,NA,00270,1,1
01003010701,01,003,010701,3787,3516,213,24,26,8,0,2905,2738,130,11,20,6,0,347.97,828.84,NA,71976,90846,NA,00270,1,1
01003010702,01,003,010702,7644,6836,659,92,19,37,1,5818,5248,460,63,18,28,1,696.89,1659.97,NA,19648,90846,NA,00270,1,1
01003010703,01,003,010703,2536,1857,639,33,5,2,0,1763,1324,414,22,3,0,0,211.18,503.01,NA,19648,90846,NA,00270,1,1
01003010901,01,003,010901,5990,5337,526,61,58,8,0,4262,3865,327,32,31,7,0,524.07,1434.26,NA,44608,92754,NA,00270,1,1
01003010902,01,003,010902,5859,5649,93,51,48,16,2,4204,4082,50,26,35,11,0,516.93,1414.74,NA,65208,92754,NA,00270,1,1
01003011201,01,003,011201,3475,3394,30,34,7,10,0,2667,2607,25,23,7,5,0,319.46,760.94,NA,25240,91053,NA,00270,1,1
01003011202,01,003,011202,5704,4124,1506,48,14,10,2,4352,3312,997,28,7,8,0,521.29,1241.69,NA,25240,91053,NA,00270,1,1
01003011401,01,003,011401,4566,3713,689,119,27,7,11,3277,2758,402,82,24,6,5,392.53,934.98,NA,NA,91152,NA,00270,1,1
01003011402,01,003,011402,8796,8643,18,78,34,18,5,7193,7080,10,61,24,15,3,861.59,2052.28,NA,32272,91152,NA,00270,1,1
01005009501,01,005,009501,3522,1765,1734,16,4,3,0,2475,1316,1145,9,3,2,0,584.66,549.37,NA,24568,91017,NA,00300,2,2
01005009502,01,005,009502,3106,1028,2068,8,2,0,0,2131,813,1312,4,2,0,0,503.4,473.01,NA,15376,90630,NA,00300,2,2
01005009503,01,005,009503,2279,997,1261,16,5,0,0,1580,805,760,10,5,0,0,373.24,350.71,NA,44344,91989,NA,00300,2,2
01005009504,01,005,009504,3174,1817,1334,13,8,2,0,2315,1432,864,9,8,2,0,546.87,513.86,NA,15640,90648,NA,00300,2,2
01005009505,01,005,009505,2669,1800,843,18,5,3,0,1899,1378,507,9,4,1,0,448.6,421.52,NA,24568,90189,NA,00300,2,2
01005009506,01,005,009506,2391,1527,843,12,3,6,0,1600,1047,536,8,3,6,0,377.96,355.15,NA,24568,91017,NA,01410,2,2
01005009507,01,005,009507,1969,1086,870,12,1,0,0,1476,867,605,4,0,0,0,348.67,327.63,NA,24568,91017,NA,01410,2,2
01005009508,01,005,009508,2207,1509,669,13,10,6,0,1638,1182,432,12,6,6,0,386.94,363.58,NA,24568,91017,NA,01410,2,2
01005009509,01,005,009509,4100,2525,1534,16,2,23,0,2839,1865,949,11,2,12,0,670.65,630.17,NA,24568,91017,NA,01410,2,2
01007009513,01,007,009513,5967,5321,610,13,21,2,0,4226,3838,365,8,13,2,0,896.63,1031.13,NA,80928,93438,NA,00360,7,3
01007009514,01,007,009514,5910,3914,1964,22,3,7,0,4182,2948,1211,16,2,5,0,887.3,1020.39,NA,9136,90531,NA,00360,7,3
01007009515,01,007,009515,3635,3031,597,4,1,2,0,2636,2262,369,3,1,1,0,559.28,643.17,NA,13672,90531,NA,00360,7,3
01007009516,01,007,009516,1064,767,297,0,0,0,0,739,554,185,0,0,0,0,156.79,180.31,NA,NA,92601,NA,00360,7,6
01009000502,01,009,000502,2380,2342,0,26,12,0,0,1764,1740,0,16,8,0,0,242.15,515.27,NA,15472,90639,NA,00420,4,4
01009000503,01,009,000503,3975,3929,2,37,4,3,0,2961,2931,2,22,4,2,0,406.46,864.93,NA,74160,90612,NA,00420,4,4
01009000504,01,009,000504,3754,3708,2,18,22,3,1,2785,2754,2,11,16,1,1,382.3,813.52,NA,74160,90414,NA,00420,4,4
01009000505,01,009,000505,5385,5316,0,51,14,4,0,4027,3983,0,31,10,3,0,552.8,1176.31,NA,7456,90333,NA,00420,4,4
01009000506,01,009,000506,7063,6904,102,16,31,9,1,5198,5080,76,12,23,7,0,713.54,1518.37,NA,71201,91557,NA,00420,4,4
01009000507,01,009,000507,5932,5891,12,8,17,2,2,4348,4317,7,8,13,2,1,596.86,1270.08,NA,43888,91953,NA,00420,4,4
01009050101,01,009,050101,5098,4776,234,76,9,1,2,3828,3604,156,59,6,1,2,525.48,1118.18,NA,57000,92439,NA,00420,4,4
01009050102,01,009,050102,5661,5409,167,54,20,11,0,4301,4121,121,38,13,8,0,590.41,1256.35,NA,57000,92439,NA,00420,4,4
01011009521,01,011,009521,1873,199,1673,1,0,0,0,1259,172,1087,0,0,0,0,501.23,223.01,NA,48424,92133,NA,00480,2,2
01011009522,01,011,009522,6407,1620,4723,49,8,7,0,4445,1372,3029,30,7,7,0,1769.64,787.35,NA,77880,93249,NA,00480,2,2
01011009523,01,011,009523,974,339,625,7,0,3,0,685,271,409,4,0,1,0,272.71,121.33,NA,NA,91098,NA,00480,2,2
01011009524,01,011,009524,1788,853,927,8,0,0,0,1272,680,584,8,0,0,0,506.41,225.31,NA,NA,91701,NA,00480,2,2
01013009527,01,013,009527,1999,1141,839,12,3,4,0,1382,890,483,6,1,2,0,311.61,325.88,NA,31912,91422,NA,00510,2,2
01013009528,01,013,009528,1505,1460,40,0,2,3,0,1165,1133,29,0,2,1,0,262.68,274.71,NA,31912,91422,NA,00510,2,2
01013009529,01,013,009529,2396,1079,1306,9,1,1,0,1611,808,797,5,1,0,0,363.24,379.88,NA,31912,91422,NA,00510,2,2
01013009530,01,013,009530,1528,807,717,2,2,0,0,1071,616,451,2,2,0,0,241.48,252.54,NA,NA,91170,NA,00510,2,2
01013009531,01,013,009531,3298,1135,2146,8,6,3,0,2184,854,1322,5,2,1,0,492.44,514.99,NA,31912,91422,NA,00510,2,2
01013009532,01,013,009532,4224,2818,1387,13,1,5,0,2942,2130,801,7,1,3,0,663.35,693.73,NA,31912,91422,NA,00510,2,2
01013009533,01,013,009533,2048,1763,282,2,1,0,0,1468,1294,171,2,1,0,0,331,346.16,NA,NA,90540,NA,00510,2,2
01013009534,01,013,009534,3312,1614,1674,18,6,0,0,2328,1261,1050,14,3,0,0,524.91,548.95,NA,29560,91314,NA,00510,2,2
01013009535,01,013,009535,1582,1184,392,1,2,3,0,1150,899,246,1,2,2,0,259.3,271.17,NA,45496,91314,NA,00510,2,2
01015000001,01,015,000001,2253,1519,571,72,16,74,1,1651,1195,338,48,14,56,0,240.11,343.74,NA,1852,90099,NA,00090,3,3
01015000002,01,015,000002,3142,2653,440,22,5,21,1,2620,2322,263,15,4,15,1,381.04,545.48,NA,1852,90099,NA,00090,3,3
01015000003,01,015,000003,4148,1461,2642,27,8,10,0,2881,1275,1575,17,6,8,0,419,599.82,NA,1852,90099,NA,00090,3,3
01015000004,01,015,000004,3384,1487,1871,15,7,4,0,2510,1105,1385,10,6,4,0,365.04,522.58,NA,1852,90099,NA,00090,3,3
01015000005,01,015,000005,3364,239,3116,9,0,0,0,2391,165,2221,5,0,0,0,347.74,497.8,NA,1852,90099,NA,00090,3,3
01015000006,01,015,000006,2729,886,1826,13,4,0,0,1749,689,1051,5,4,0,0,254.37,364.14,NA,1852,90099,NA,00090,3,3
01015000007,01,015,000007,377,207,167,2,1,0,0,360,193,164,2,1,0,0,52.36,74.95,NA,1852,90099,NA,00090,3,3
01015000008,01,015,000008,1964,959,980,7,4,14,0,1546,824,706,3,2,11,0,224.84,321.88,NA,1852,90099,NA,00090,3,3
01015000009,01,015,000009,3300,2947,309,16,8,20,0,2623,2401,196,9,5,12,0,381.48,546.11,NA,1852,90099,NA,00090,3,3
01015000010,01,015,000010,5234,4845,274,67,14,34,0,3948,3692,185,39,11,21,0,574.18,821.97,NA,1852,90099,NA,00090,3,3
01015000011,01,015,000011,5338,4966,323,21,11,17,0,3893,3671,184,16,10,12,0,566.18,810.52,NA,57576,90099,NA,02635,3,3
01015000012,01,015,000012,7135,5762,1311,36,7,17,2,5424,4457,924,24,7,11,1,788.84,1129.27,NA,57576,90099,NA,02635,3,3
01015000013,01,015,000013,2177,2137,11,8,18,3,0,1660,1629,8,6,15,2,0,241.42,345.61,NA,81084,90099,NA,00540,3,3
01015000014,01,015,000014,3749,2770,964,7,2,6,0,2779,2102,666,5,2,4,0,404.16,578.59,NA,81084,90099,NA,00540,3,3
01015000016,01,015,000016,3795,3585,151,35,8,16,0,2881,2752,85,23,6,15,0,419,599.82,NA,67608,90099,NA,00540,3,3
01015000017,01,015,000017,6859,5773,778,159,18,131,0,5073,4414,470,87,14,88,0,737.79,1056.2,NA,67608,90099,NA,00540,3,3
01015000018,01,015,000018,7085,6364,451,107,35,127,1,5147,4705,270,62,26,84,0,748.55,1071.6,NA,80352,90099,NA,00540,3,3
01015000019,01,015,000019,4128,2332,1330,314,25,123,4,3052,1753,963,230,22,82,2,443.87,635.42,NA,27544,90099,NA,00004,3,3
