GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
23001000101,23,001,000101,1980,1917,17,34,2,7,3,1567,1522,12,26,2,4,1,370.11,429.66,NA,2060,2060,NA,NA,02610,2,2
23001000102,23,001,000102,4723,4591,28,18,14,68,4,3590,3510,13,13,8,45,1,847.92,984.36,NA,2060,2060,NA,NA,02610,2,2
23001000103,23,001,000103,2942,2880,23,13,4,18,4,2111,2068,15,9,4,15,0,498.59,578.82,NA,2060,2060,NA,NA,02610,2,2
23001000104,23,001,000104,2193,2161,4,15,3,9,1,1723,1703,3,6,3,7,1,406.95,472.44,NA,2060,2060,NA,NA,02610,2,2
23001000105,23,001,000105,2333,2292,15,13,11,1,1,1699,1673,7,7,10,1,1,401.28,465.86,NA,2060,2060,NA,NA,02610,2,2
23001000106,23,001,000106,2978,2961,4,4,3,6,0,2192,2185,1,2,3,1,0,517.72,601.03,NA,2060,2060,NA,NA,02610,2,2
23001000107,23,001,000107,2882,2823,11,22,6,20,0,2157,2117,5,16,5,14,0,509.46,591.44,NA,2060,2060,NA,NA,02610,2,2
23001000108,23,001,000108,4278,4214,10,13,7,34,0,3116,3077,2,9,7,21,0,735.96,854.39,NA,2060,2060,NA,NA,02610,2,2
23001000201,23,001,000201,1648,1594,25,18,5,4,2,1235,1207,10,11,3,4,0,343.42,237.31,NA,38740,38740,NA,NA,07320,2,2
23001000202,23,001,000202,1537,1487,9,23,1,15,2,1192,1157,6,19,0,10,0,331.46,229.05,NA,38740,38740,NA,NA,07320,2,2
23001000203,23,001,000203,7435,7218,64,55,23,71,4,6228,6052,48,43,20,64,1,1731.85,1196.76,NA,38740,38740,NA,NA,07320,2,2
23001000204,23,001,000204,4365,4160,78,52,30,29,16,2967,2867,34,23,23,19,1,825.05,570.13,NA,38740,38740,NA,NA,07320,2,2
23001000205,23,001,000205,4116,4072,4,21,4,15,0,3249,3222,2,11,4,10,0,903.46,624.32,NA,38740,38740,NA,NA,07320,2,2
23001000206,23,001,000206,2906,2883,4,10,1,8,0,2273,2256,1,9,1,6,0,632.06,436.77,NA,38740,38740,NA,NA,07320,2,2
23001000207,23,001,000207,5146,5069,17,26,6,26,2,4092,4036,13,21,6,16,0,1137.88,786.31,NA,38740,38740,NA,NA,07320,2,2
23001000208,23,001,000208,7704,7583,32,50,7,32,0,5646,5573,17,27,4,25,0,1570.01,1084.92,NA,38740,38740,NA,NA,07320,2,2
23001000209,23,001,000209,4900,4765,25,29,14,61,6,3822,3724,22,22,8,46,0,1062.8,734.43,NA,38740,38740,NA,NA,07320,2,2
23001000301,23,001,000301,4508,4427,15,37,12,13,4,3279,3224,12,20,10,13,0,701.81,760.3,NA,NA,40035,NA,NA,07530,2,2
23001000302,23,001,000302,4949,4818,16,54,21,35,5,3505,3427,11,34,15,17,1,750.19,812.7,NA,40105,40035,NA,NA,07530,2,2
23001000400,23,001,000400,2842,2817,9,9,3,4,0,2017,2000,6,6,2,3,0,470,539,NA,NA,19105,NA,NA,05190,2,2
23001000410,23,001,000410,4342,4297,13,10,8,13,1,3063,3040,3,8,5,6,1,580,861,NA,NA,60020,NA,NA,09870,2,2
23001000415,23,001,000415,4583,4564,1,12,4,2,0,3246,3233,0,8,3,2,0,182,394,NA,44620,44585,NA,NA,08100,2,2
23001000420,23,001,000420,4315,4145,14,137,8,11,0,3000,2892,8,90,3,7,0,514,849,NA,NA,77800,NA,NA,14160,2,2
23001000430,23,001,000430,1950,1925,5,13,3,4,0,1438,1423,3,8,2,2,0,444,410,NA,NA,40665,NA,NA,11400,2,2
23001000440,23,001,000440,3455,3395,3,37,14,6,0,2504,2470,1,19,9,5,0,755,455,NA,40805,40770,NA,NA,11400,2,2
23001000450,23,001,000450,1669,1630,6,20,5,8,0,1140,1122,2,9,3,4,0,257,310,NA,NA,38565,NA,NA,14160,2,2
23001000460,23,001,000460,3661,3622,8,22,2,7,0,2600,2580,2,14,1,3,0,536,731,NA,NA,29255,NA,NA,14160,2,2
23001000465,23,001,000465,4919,4882,3,13,8,12,1,3453,3432,1,7,5,8,0,583,602,NA,NA,64570,13410,07570,NA,2,2
23003009501,23,003,009501,2280,2248,12,7,10,3,0,1715,1700,6,3,5,1,0,70,63,NA,NA,11335,NA,NA,11010,2,2
23003009502,23,003,009502,3603,3575,3,4,11,7,3,2746,2729,2,1,6,5,3,191,38,NA,78535,78570,NA,NA,11010,2,2
23003009503,23,003,009503,4803,4777,3,4,8,11,0,3656,3638,1,3,5,9,0,1209,506,NA,42485,42520,NA,NA,07800,2,2
23003009504,23,003,009504,2257,2252,2,2,1,0,0,1619,1617,0,1,1,0,0,255,97,NA,NA,26735,NA,NA,11310,2,2
23003009505,23,003,009505,564,559,1,0,4,0,0,441,439,1,0,1,0,0,55,86,NA,NA,73472,NA,NA,82001,2,2
23003009506,23,003,009506,4268,4228,8,10,12,10,0,3116,3089,7,5,7,8,0,1050,601,NA,25720,25755,NA,NA,11100,2,2
23003009507,23,003,009507,2951,2931,1,3,11,5,0,2161,2144,0,2,10,5,0,137,63,NA,NA,79865,NA,NA,11100,2,2
23003009508,23,003,009508,404,403,0,0,1,0,0,312,311,0,0,1,0,0,71,158,NA,NA,53602,NA,NA,82001,2,2
23003009509,23,003,009509,2437,2414,3,2,14,4,0,1811,1797,2,2,8,2,0,255,296,NA,NA,1710,NA,NA,11280,2,2
23003009510,23,003,009510,3920,3886,5,17,11,1,0,2830,2815,2,5,7,1,0,33,104,NA,NA,80285,NA,NA,11700,2,2
23003009511,23,003,009511,2724,2691,0,10,22,1,0,1996,1974,0,8,13,1,0,164,483,NA,NA,43255,NA,NA,10860,2,2
23003009512,23,003,009512,2999,2903,15,8,44,29,0,2278,2207,15,4,33,19,0,318.18,560.59,NA,10565,10565,NA,NA,03960,2,2
23003009513,23,003,009513,3988,3876,21,7,53,31,0,2970,2899,15,4,31,21,0,414.84,730.88,NA,10565,10565,NA,NA,03960,2,2
23003009514,23,003,009514,2428,2357,14,27,22,8,0,1847,1800,8,18,14,7,0,257.98,454.53,NA,10565,10565,NA,NA,03960,2,2
23003009515,23,003,009515,7844,6662,668,299,49,159,7,5907,5038,493,218,39,119,0,207.58,374.12,NA,41260,39300,NA,NA,07380,2,2
23003009516,23,003,009516,2093,1978,50,21,18,23,3,1577,1496,41,13,11,14,2,55.42,99.88,NA,39265,39300,NA,NA,07380,2,2
23003009517,23,003,009517,5289,5219,4,16,47,3,0,3851,3818,1,10,21,1,0,686,971,NA,25650,25615,NA,NA,10890,2,2
23003009518,23,003,009518,4283,4214,5,8,31,22,3,3094,3053,4,4,18,14,1,442,866.13,NA,60825,60825,NA,NA,10860,2,2
23003009519,23,003,009519,2800,2757,13,14,10,3,3,2158,2134,6,9,7,2,0,308.29,604.11,NA,60825,60825,NA,NA,10860,2,2
23003009520,23,003,009520,3467,3312,39,44,39,33,0,2714,2620,26,20,26,22,0,387.71,759.76,NA,60825,60825,NA,NA,10860,2,2
23003009521,23,003,009521,3197,3160,6,1,27,3,0,2366,2340,2,1,20,3,0,59,125,NA,43745,43710,NA,NA,11610,2,2
23003009522,23,003,009522,122,119,0,0,3,0,0,95,93,0,0,2,0,0,638,1029,NA,NA,11785,NA,NA,82001,2,2
23003009523,23,003,009523,2475,2413,0,13,48,1,0,1816,1786,0,4,26,0,0,75,235,NA,NA,40595,NA,NA,11160,2,2
23003009524,23,003,009524,3995,3859,6,4,118,8,0,2994,2926,2,1,61,4,0,415.3,965.2,NA,33945,33980,NA,NA,11160,2,2
23003009525,23,003,009525,2618,2492,13,4,91,18,0,1966,1902,4,1,46,13,0,272.7,633.8,NA,33945,33980,NA,NA,11160,2,2
23003009526,23,003,009526,3081,3015,10,16,37,3,0,2217,2183,7,5,21,1,0,51,144,NA,NA,48960,NA,NA,14762,2,2
23003009527,23,003,009527,2873,2840,2,6,21,4,0,2059,2043,1,3,10,2,0,6,18,NA,NA,67790,NA,NA,12410,2,2
23003009528,23,003,009528,1131,1116,0,3,12,0,0,823,814,0,3,6,0,0,3,2,NA,NA,69930,NA,NA,82001,2,2
23003009529,23,003,009529,2042,2013,5,4,15,5,0,1449,1434,0,3,9,3,0,43,67,NA,NA,33385,NA,NA,14762,2,2
23005000000,23,005,000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,60545,60545,NA,NA,03930,1,1
23005000001,23,005,000001,2561,2422,74,25,8,28,4,2027,1943,48,13,7,16,0,542.47,355.93,NA,60545,60545,NA,NA,09930,1,1
